date,YR,MTH,DAY,DIR,SPD,TEMPc,DEWPc,RelHUM,SD,PRCP,Mean Daily Max 8-hr Ozone Concentration,Total_Count,Tcount_abvMedian,GBTpredict2014,GBTacc,color0,color1
2014-01-01,2014,1,1,197.5,7.5,-2.1825396825396823,-11.230158730158731,54.76190476190477,0.0,0.0,0.016,307.0,1,1,True,#999,#f00
2014-01-02,2014,1,2,37.586206896551715,13.310344827586205,-1.8965517241379308,-6.0153256704980835,79.4061302681992,0.0,0.33,0.020750000000000005,365.0,1,1,True,#727272,#f00
2014-01-03,2014,1,3,246.55172413793102,17.206896551724142,-9.042145593869733,-13.429118773946366,78.06513409961687,1.1724137931034482,0.29,0.0265,270.0,1,1,True,#b2b2b2,#f00
2014-01-04,2014,1,4,236.42857142857144,6.821428571428571,-10.218253968253972,-18.432539682539687,58.92857142857143,2.25,0.0,0.0165,290.0,1,1,True,#a5a5a5,#f00
2014-01-05,2014,1,5,26.66666666666667,2.5,-3.648148148148149,-7.1111111111111125,82.68518518518516,1.6333333333333333,0.14,0.018500000000000003,306.0,1,1,True,#9a9a9a,#f00
2014-01-06,2014,1,6,185.66666666666663,12.666666666666664,7.481481481481483,5.111111111111111,88.14814814814814,0.4666666666666667,0.36,0.026,387.0,1,1,True,#636363,#f00
2014-01-07,2014,1,7,263.57142857142856,23.42857142857143,-10.992063492063492,-22.12301587301588,44.345238095238095,0.0,0.0,0.02425,310.0,1,1,True,#979797,#f00
2014-01-08,2014,1,8,257.85714285714283,11.607142857142858,-10.773809523809524,-20.49603174603175,51.3888888888889,0.0,0.0,0.0145,330.0,1,1,True,#898989,#f00
2014-01-09,2014,1,9,206.78571428571428,5.928571428571429,-3.80952380952381,-14.384920634920633,47.12301587301586,0.0,0.0,0.0145,297.0,1,1,True,#a0a0a0,#f00
2014-01-10,2014,1,10,39.67741935483871,2.677419354838709,-0.6810035842293907,-5.0,78.40501792114695,0.0,0.11,0.00375,328.0,1,1,True,#8b8b8b,#f00
2014-01-11,2014,1,11,103.22580645161293,7.161290322580645,8.369175627240143,7.956989247311827,97.93906810035841,0.0,0.5,0.019750000000000004,261.0,0,1,False,#b8b8b8,#f00
2014-01-12,2014,1,12,253.57142857142856,12.5,8.45238095238095,2.400793650793652,69.74206349206351,0.0,0.05,0.02225,261.0,0,1,False,#b8b8b8,#f00
2014-01-13,2014,1,13,157.5,5.642857142857142,4.722222222222221,-0.7936507936507936,72.42063492063492,0.0,0.0,0.01425,393.0,1,1,True,#5f5f5f,#f00
2014-01-14,2014,1,14,209.6551724137931,4.620689655172415,8.697318007662837,5.019157088122603,81.60919540229881,0.0,0.38,0.0065,321.0,1,1,True,#909090,#f00
2014-01-15,2014,1,15,143.0,4.033333333333333,4.240740740740741,3.185185185185184,94.7222222222222,0.0,0.0,0.006999999999999999,337.0,1,1,True,#858585,#f00
2014-01-16,2014,1,16,258.57142857142856,6.7142857142857135,4.623015873015873,1.1309523809523805,82.53968253968254,0.0,0.0,0.010333333333333332,305.0,1,1,True,#9a9a9a,#f00
2014-01-17,2014,1,17,243.57142857142856,4.964285714285714,2.6388888888888893,-3.2142857142857144,70.73412698412695,0.0,0.0,0.01375,315.0,1,1,True,#949494,#f00
