,Date,YR,MTH,DAY,Total_Count,Count_(Age_group_0-4),Count_(Age_group_5-17),Count_(Age_group_18-64),Count_(Age_group_65+)
476,2007-04-22,2007,4,22,196.0,39.0,55.0,88.0,14.0
477,2007-04-23,2007,4,23,301.0,60.0,78.0,137.0,26.0
478,2007-04-24,2007,4,24,256.0,64.0,65.0,109.0,18.0
479,2007-04-25,2007,4,25,261.0,60.0,69.0,119.0,13.0
480,2007-04-26,2007,4,26,224.0,54.0,50.0,106.0,14.0
481,2007-04-27,2007,4,27,216.0,40.0,53.0,112.0,11.0
482,2007-04-28,2007,4,28,186.0,42.0,40.0,90.0,14.0
483,2007-04-29,2007,4,29,231.0,62.0,61.0,93.0,15.0
484,2007-04-30,2007,4,30,261.0,66.0,63.0,120.0,12.0
485,2007-05-01,2007,5,1,264.0,59.0,86.0,106.0,13.0
486,2007-05-02,2007,5,2,303.0,38.0,107.0,137.0,21.0
487,2007-05-03,2007,5,3,288.0,46.0,105.0,118.0,19.0
488,2007-05-04,2007,5,4,381.0,59.0,136.0,168.0,18.0
489,2007-05-05,2007,5,5,342.0,55.0,124.0,150.0,13.0
490,2007-05-06,2007,5,6,466.0,53.0,178.0,214.0,21.0
491,2007-05-07,2007,5,7,568.0,71.0,209.0,259.0,29.0
492,2007-05-08,2007,5,8,483.0,55.0,177.0,230.0,21.0
493,2007-05-09,2007,5,9,383.0,52.0,142.0,170.0,19.0
494,2007-05-10,2007,5,10,305.0,51.0,100.0,139.0,15.0
495,2007-05-11,2007,5,11,242.0,40.0,58.0,128.0,16.0
496,2007-05-12,2007,5,12,213.0,42.0,56.0,98.0,17.0
497,2007-05-13,2007,5,13,283.0,40.0,81.0,149.0,13.0
498,2007-05-14,2007,5,14,397.0,60.0,122.0,188.0,27.0
499,2007-05-15,2007,5,15,319.0,47.0,99.0,153.0,20.0
500,2007-05-16,2007,5,16,312.0,48.0,91.0,153.0,20.0
501,2007-05-17,2007,5,17,218.0,36.0,59.0,104.0,19.0
502,2007-05-18,2007,5,18,257.0,50.0,51.0,138.0,18.0
503,2007-05-19,2007,5,19,229.0,43.0,52.0,117.0,17.0
504,2007-05-20,2007,5,20,231.0,46.0,42.0,131.0,12.0
505,2007-05-21,2007,5,21,282.0,52.0,73.0,141.0,16.0
506,2007-05-22,2007,5,22,244.0,41.0,64.0,125.0,14.0
507,2007-05-23,2007,5,23,256.0,38.0,55.0,141.0,22.0
508,2007-05-24,2007,5,24,221.0,38.0,46.0,124.0,12.0
509,2007-05-25,2007,5,25,221.0,49.0,48.0,105.0,19.0
510,2007-05-26,2007,5,26,170.0,40.0,27.0,90.0,13.0
511,2007-05-27,2007,5,27,215.0,62.0,42.0,97.0,14.0
512,2007-05-28,2007,5,28,216.0,49.0,46.0,110.0,11.0
513,2007-05-29,2007,5,29,285.0,50.0,66.0,148.0,21.0
514,2007-05-30,2007,5,30,218.0,39.0,44.0,113.0,22.0
515,2007-05-31,2007,5,31,191.0,29.0,46.0,104.0,12.0
516,2007-06-01,2007,6,1,161.0,32.0,21.0,89.0,19.0
517,2007-06-02,2007,6,2,186.0,22.0,21.0,124.0,19.0
518,2007-06-03,2007,6,3,183.0,37.0,27.0,97.0,22.0
519,2007-06-04,2007,6,4,166.0,23.0,28.0,99.0,16.0
520,2007-06-05,2007,6,5,196.0,31.0,42.0,103.0,20.0
521,2007-06-06,2007,6,6,201.0,16.0,40.0,124.0,19.0
522,2007-06-07,2007,6,7,179.0,29.0,24.0,106.0,20.0
523,2007-06-08,2007,6,8,141.0,18.0,23.0,88.0,12.0
524,2007-06-09,2007,6,9,110.0,15.0,22.0,64.0,9.0
525,2007-06-10,2007,6,10,155.0,28.0,26.0,87.0,14.0
526,2007-06-11,2007,6,11,207.0,28.0,40.0,116.0,23.0
527,2007-06-12,2007,6,12,185.0,30.0,28.0,111.0,16.0
528,2007-06-13,2007,6,13,190.0,18.0,40.0,113.0,19.0
529,2007-06-14,2007,6,14,169.0,18.0,25.0,108.0,18.0
530,2007-06-15,2007,6,15,129.0,22.0,27.0,66.0,14.0
531,2007-06-16,2007,6,16,148.0,34.0,23.0,80.0,11.0
532,2007-06-17,2007,6,17,142.0,31.0,30.0,68.0,12.0
533,2007-06-18,2007,6,18,189.0,25.0,33.0,114.0,17.0
534,2007-06-19,2007,6,19,203.0,37.0,37.0,109.0,20.0
535,2007-06-20,2007,6,20,173.0,25.0,34.0,102.0,12.0
536,2007-06-21,2007,6,21,156.0,25.0,28.0,84.0,19.0
537,2007-06-22,2007,6,22,180.0,21.0,35.0,105.0,19.0
538,2007-06-23,2007,6,23,135.0,27.0,18.0,80.0,10.0
539,2007-06-24,2007,6,24,148.0,25.0,28.0,85.0,10.0
540,2007-06-25,2007,6,25,167.0,19.0,29.0,106.0,13.0
541,2007-06-26,2007,6,26,153.0,18.0,24.0,98.0,13.0
542,2007-06-27,2007,6,27,140.0,21.0,15.0,93.0,11.0
543,2007-06-28,2007,6,28,179.0,22.0,21.0,120.0,16.0
544,2007-06-29,2007,6,29,186.0,13.0,23.0,132.0,18.0
545,2007-06-30,2007,6,30,148.0,31.0,26.0,74.0,17.0
546,2007-07-01,2007,7,1,147.0,18.0,16.0,99.0,14.0
547,2007-07-02,2007,7,2,177.0,26.0,17.0,114.0,20.0
548,2007-07-03,2007,7,3,135.0,16.0,17.0,92.0,10.0
549,2007-07-04,2007,7,4,139.0,26.0,15.0,79.0,19.0
550,2007-07-05,2007,7,5,147.0,22.0,14.0,96.0,15.0
551,2007-07-06,2007,7,6,125.0,18.0,12.0,85.0,9.0
552,2007-07-07,2007,7,7,137.0,22.0,11.0,91.0,13.0
553,2007-07-08,2007,7,8,137.0,23.0,15.0,86.0,13.0
554,2007-07-09,2007,7,9,168.0,18.0,26.0,111.0,13.0
555,2007-07-10,2007,7,10,176.0,19.0,22.0,125.0,10.0
556,2007-07-11,2007,7,11,143.0,21.0,11.0,92.0,19.0
557,2007-07-12,2007,7,12,158.0,22.0,16.0,103.0,17.0
558,2007-07-13,2007,7,13,125.0,18.0,15.0,79.0,13.0
559,2007-07-14,2007,7,14,139.0,27.0,23.0,80.0,9.0
560,2007-07-15,2007,7,15,150.0,25.0,26.0,86.0,13.0
561,2007-07-16,2007,7,16,181.0,29.0,22.0,107.0,23.0
562,2007-07-17,2007,7,17,156.0,27.0,17.0,98.0,14.0
563,2007-07-18,2007,7,18,160.0,30.0,27.0,81.0,22.0
564,2007-07-19,2007,7,19,168.0,19.0,23.0,110.0,16.0
565,2007-07-20,2007,7,20,129.0,14.0,10.0,94.0,10.0
566,2007-07-21,2007,7,21,100.0,16.0,19.0,58.0,7.0
567,2007-07-22,2007,7,22,114.0,21.0,17.0,70.0,5.0
568,2007-07-23,2007,7,23,154.0,23.0,25.0,91.0,15.0
569,2007-07-24,2007,7,24,130.0,14.0,7.0,98.0,11.0
570,2007-07-25,2007,7,25,124.0,21.0,17.0,73.0,13.0
571,2007-07-26,2007,7,26,128.0,21.0,19.0,73.0,15.0
572,2007-07-27,2007,7,27,121.0,18.0,22.0,67.0,14.0
573,2007-07-28,2007,7,28,113.0,19.0,15.0,72.0,7.0
574,2007-07-29,2007,7,29,98.0,11.0,11.0,66.0,10.0
575,2007-07-30,2007,7,30,164.0,26.0,20.0,105.0,13.0
576,2007-07-31,2007,7,31,151.0,15.0,18.0,111.0,7.0
577,2007-08-01,2007,8,1,119.0,11.0,16.0,74.0,18.0
578,2007-08-02,2007,8,2,171.0,19.0,27.0,108.0,17.0
579,2007-08-03,2007,8,3,135.0,17.0,16.0,87.0,15.0
580,2007-08-04,2007,8,4,123.0,14.0,18.0,77.0,14.0
581,2007-08-05,2007,8,5,144.0,24.0,26.0,79.0,15.0
582,2007-08-06,2007,8,6,125.0,9.0,13.0,86.0,17.0
583,2007-08-07,2007,8,7,158.0,15.0,17.0,115.0,11.0
584,2007-08-08,2007,8,8,156.0,15.0,18.0,105.0,18.0
585,2007-08-09,2007,8,9,138.0,16.0,20.0,85.0,17.0
586,2007-08-10,2007,8,10,131.0,17.0,18.0,79.0,17.0
587,2007-08-11,2007,8,11,101.0,11.0,18.0,62.0,9.0
588,2007-08-12,2007,8,12,149.0,16.0,26.0,95.0,12.0
589,2007-08-13,2007,8,13,148.0,25.0,18.0,92.0,13.0
590,2007-08-14,2007,8,14,144.0,22.0,24.0,86.0,11.0
591,2007-08-15,2007,8,15,154.0,20.0,22.0,101.0,11.0
592,2007-08-16,2007,8,16,154.0,19.0,22.0,96.0,16.0
593,2007-08-17,2007,8,17,146.0,34.0,20.0,80.0,12.0
594,2007-08-18,2007,8,18,141.0,17.0,30.0,84.0,9.0
595,2007-08-19,2007,8,19,149.0,27.0,23.0,93.0,6.0
596,2007-08-20,2007,8,20,174.0,25.0,22.0,112.0,15.0
597,2007-08-21,2007,8,21,156.0,22.0,18.0,100.0,16.0
598,2007-08-22,2007,8,22,173.0,31.0,24.0,100.0,18.0
599,2007-08-23,2007,8,23,174.0,26.0,22.0,106.0,20.0
600,2007-08-24,2007,8,24,147.0,26.0,24.0,80.0,17.0
601,2007-08-25,2007,8,25,138.0,22.0,16.0,89.0,11.0
602,2007-08-26,2007,8,26,159.0,30.0,25.0,87.0,17.0
603,2007-08-27,2007,8,27,169.0,37.0,22.0,96.0,13.0
604,2007-08-28,2007,8,28,165.0,25.0,21.0,105.0,14.0
605,2007-08-29,2007,8,29,150.0,29.0,23.0,84.0,14.0
606,2007-08-30,2007,8,30,183.0,28.0,23.0,119.0,13.0
607,2007-08-31,2007,8,31,168.0,30.0,21.0,101.0,16.0
608,2007-09-01,2007,9,1,127.0,24.0,18.0,72.0,13.0
609,2007-09-02,2007,9,2,180.0,30.0,37.0,96.0,17.0
610,2007-09-03,2007,9,3,204.0,32.0,29.0,123.0,20.0
611,2007-09-04,2007,9,4,188.0,28.0,28.0,117.0,15.0
612,2007-09-05,2007,9,5,182.0,29.0,39.0,100.0,14.0
613,2007-09-06,2007,9,6,167.0,22.0,29.0,105.0,11.0
614,2007-09-07,2007,9,7,188.0,26.0,34.0,114.0,14.0
615,2007-09-08,2007,9,8,145.0,22.0,27.0,83.0,12.0
616,2007-09-09,2007,9,9,210.0,28.0,41.0,126.0,15.0
617,2007-09-10,2007,9,10,220.0,38.0,47.0,112.0,23.0
618,2007-09-11,2007,9,11,174.0,30.0,34.0,92.0,18.0
619,2007-09-12,2007,9,12,218.0,34.0,46.0,117.0,21.0
620,2007-09-13,2007,9,13,215.0,35.0,56.0,110.0,14.0
621,2007-09-14,2007,9,14,218.0,43.0,48.0,113.0,14.0
622,2007-09-15,2007,9,15,216.0,37.0,51.0,108.0,20.0
623,2007-09-16,2007,9,16,253.0,55.0,69.0,117.0,12.0
624,2007-09-17,2007,9,17,305.0,37.0,97.0,154.0,17.0
625,2007-09-18,2007,9,18,268.0,44.0,70.0,141.0,12.0
626,2007-09-19,2007,9,19,255.0,54.0,56.0,126.0,19.0
627,2007-09-20,2007,9,20,251.0,56.0,62.0,126.0,7.0
628,2007-09-21,2007,9,21,230.0,53.0,41.0,118.0,18.0
629,2007-09-22,2007,9,22,232.0,69.0,46.0,108.0,9.0
630,2007-09-23,2007,9,23,260.0,81.0,76.0,88.0,15.0
631,2007-09-24,2007,9,24,338.0,83.0,100.0,141.0,14.0
632,2007-09-25,2007,9,25,307.0,72.0,83.0,136.0,16.0
633,2007-09-26,2007,9,26,270.0,67.0,59.0,129.0,15.0
634,2007-09-27,2007,9,27,287.0,71.0,66.0,135.0,15.0
635,2007-09-28,2007,9,28,248.0,61.0,52.0,123.0,12.0
636,2007-09-29,2007,9,29,210.0,59.0,53.0,84.0,14.0
637,2007-09-30,2007,9,30,295.0,85.0,89.0,105.0,16.0
638,2007-10-01,2007,10,1,308.0,68.0,86.0,139.0,15.0
639,2007-10-02,2007,10,2,298.0,68.0,86.0,126.0,18.0
640,2007-10-03,2007,10,3,269.0,63.0,68.0,127.0,11.0
641,2007-10-04,2007,10,4,222.0,56.0,55.0,97.0,14.0
642,2007-10-05,2007,10,5,221.0,59.0,46.0,102.0,14.0
643,2007-10-06,2007,10,6,244.0,70.0,56.0,107.0,11.0
644,2007-10-07,2007,10,7,224.0,72.0,54.0,87.0,11.0
645,2007-10-08,2007,10,8,278.0,78.0,67.0,117.0,16.0
646,2007-10-09,2007,10,9,310.0,67.0,97.0,128.0,18.0
647,2007-10-10,2007,10,10,289.0,86.0,57.0,133.0,13.0
648,2007-10-11,2007,10,11,224.0,54.0,42.0,113.0,15.0
649,2007-10-12,2007,10,12,208.0,49.0,55.0,96.0,8.0
650,2007-10-13,2007,10,13,224.0,49.0,65.0,100.0,10.0
651,2007-10-14,2007,10,14,314.0,88.0,62.0,140.0,24.0
652,2007-10-15,2007,10,15,361.0,72.0,103.0,163.0,23.0
653,2007-10-16,2007,10,16,338.0,73.0,87.0,161.0,17.0
654,2007-10-17,2007,10,17,304.0,82.0,70.0,139.0,13.0
655,2007-10-18,2007,10,18,280.0,74.0,76.0,115.0,15.0
656,2007-10-19,2007,10,19,236.0,61.0,61.0,94.0,20.0
657,2007-10-20,2007,10,20,251.0,77.0,75.0,89.0,10.0
658,2007-10-21,2007,10,21,334.0,78.0,103.0,132.0,20.0
659,2007-10-22,2007,10,22,392.0,92.0,136.0,149.0,14.0
660,2007-10-23,2007,10,23,266.0,66.0,87.0,97.0,16.0
661,2007-10-24,2007,10,24,300.0,80.0,96.0,114.0,10.0
662,2007-10-25,2007,10,25,301.0,84.0,72.0,130.0,15.0
663,2007-10-26,2007,10,26,261.0,63.0,63.0,120.0,15.0
664,2007-10-27,2007,10,27,245.0,69.0,60.0,104.0,12.0
665,2007-10-28,2007,10,28,296.0,87.0,95.0,107.0,7.0
666,2007-10-29,2007,10,29,468.0,120.0,154.0,170.0,23.0
667,2007-10-30,2007,10,30,367.0,89.0,94.0,158.0,26.0
668,2007-10-31,2007,10,31,331.0,91.0,94.0,131.0,15.0
669,2007-11-01,2007,11,1,308.0,80.0,85.0,125.0,18.0
670,2007-11-02,2007,11,2,319.0,83.0,93.0,127.0,16.0
671,2007-11-03,2007,11,3,302.0,79.0,86.0,126.0,11.0
672,2007-11-04,2007,11,4,347.0,102.0,101.0,131.0,12.0
673,2007-11-05,2007,11,5,457.0,109.0,131.0,193.0,24.0
674,2007-11-06,2007,11,6,333.0,116.0,80.0,119.0,18.0
675,2007-11-07,2007,11,7,389.0,91.0,111.0,159.0,28.0
676,2007-11-08,2007,11,8,362.0,97.0,95.0,154.0,16.0
677,2007-11-09,2007,11,9,297.0,81.0,71.0,129.0,16.0
678,2007-11-10,2007,11,10,263.0,88.0,52.0,113.0,9.0
679,2007-11-11,2007,11,11,307.0,97.0,59.0,139.0,11.0
680,2007-11-12,2007,11,12,386.0,91.0,102.0,172.0,21.0
681,2007-11-13,2007,11,13,360.0,95.0,105.0,144.0,16.0
682,2007-11-14,2007,11,14,323.0,102.0,88.0,114.0,19.0
683,2007-11-15,2007,11,15,305.0,89.0,72.0,123.0,21.0
684,2007-11-16,2007,11,16,253.0,83.0,47.0,103.0,19.0
685,2007-11-17,2007,11,17,277.0,99.0,55.0,107.0,16.0
686,2007-11-18,2007,11,18,321.0,79.0,101.0,124.0,17.0
687,2007-11-19,2007,11,19,380.0,85.0,110.0,161.0,23.0
688,2007-11-20,2007,11,20,277.0,87.0,67.0,112.0,11.0
689,2007-11-21,2007,11,21,255.0,83.0,64.0,89.0,19.0
690,2007-11-22,2007,11,22,215.0,90.0,40.0,73.0,12.0
691,2007-11-23,2007,11,23,354.0,110.0,71.0,152.0,21.0
692,2007-11-24,2007,11,24,335.0,98.0,79.0,141.0,17.0
693,2007-11-25,2007,11,25,274.0,76.0,74.0,112.0,11.0
694,2007-11-26,2007,11,26,357.0,105.0,77.0,156.0,19.0
695,2007-11-27,2007,11,27,298.0,84.0,78.0,119.0,17.0
696,2007-11-28,2007,11,28,341.0,106.0,76.0,137.0,22.0
697,2007-11-29,2007,11,29,293.0,89.0,73.0,113.0,17.0
698,2007-11-30,2007,11,30,234.0,58.0,47.0,114.0,15.0
699,2007-12-01,2007,12,1,265.0,74.0,47.0,125.0,19.0
700,2007-12-02,2007,12,2,275.0,83.0,70.0,112.0,10.0
701,2007-12-03,2007,12,3,373.0,105.0,107.0,141.0,20.0
702,2007-12-04,2007,12,4,310.0,99.0,65.0,128.0,18.0
703,2007-12-05,2007,12,5,319.0,88.0,64.0,156.0,11.0
704,2007-12-06,2007,12,6,292.0,76.0,69.0,119.0,28.0
705,2007-12-07,2007,12,7,258.0,67.0,53.0,123.0,15.0
706,2007-12-08,2007,12,8,265.0,76.0,56.0,114.0,19.0
707,2007-12-09,2007,12,9,318.0,90.0,75.0,131.0,22.0
708,2007-12-10,2007,12,10,414.0,108.0,124.0,167.0,15.0
709,2007-12-11,2007,12,11,313.0,80.0,86.0,135.0,12.0
710,2007-12-12,2007,12,12,353.0,98.0,75.0,156.0,24.0
711,2007-12-13,2007,12,13,257.0,76.0,57.0,104.0,20.0
712,2007-12-14,2007,12,14,264.0,70.0,52.0,123.0,19.0
713,2007-12-15,2007,12,15,248.0,81.0,57.0,93.0,17.0
714,2007-12-16,2007,12,16,271.0,78.0,74.0,103.0,15.0
715,2007-12-17,2007,12,17,339.0,90.0,85.0,143.0,20.0
716,2007-12-18,2007,12,18,323.0,72.0,85.0,148.0,18.0
717,2007-12-19,2007,12,19,259.0,68.0,54.0,121.0,16.0
718,2007-12-20,2007,12,20,260.0,65.0,45.0,132.0,18.0
719,2007-12-21,2007,12,21,230.0,61.0,33.0,113.0,23.0
720,2007-12-22,2007,12,22,231.0,64.0,48.0,102.0,17.0
721,2007-12-23,2007,12,23,267.0,84.0,70.0,99.0,14.0
722,2007-12-24,2007,12,24,241.0,73.0,49.0,100.0,19.0
723,2007-12-25,2007,12,25,266.0,59.0,57.0,120.0,30.0
724,2007-12-26,2007,12,26,331.0,63.0,56.0,193.0,19.0
725,2007-12-27,2007,12,27,301.0,77.0,49.0,152.0,22.0
726,2007-12-28,2007,12,28,249.0,77.0,33.0,117.0,22.0
727,2007-12-29,2007,12,29,228.0,65.0,41.0,110.0,12.0
728,2007-12-30,2007,12,30,252.0,67.0,52.0,119.0,14.0
729,2007-12-31,2007,12,31,233.0,51.0,26.0,129.0,27.0
730,2008-01-01,2008,1,1,245.0,59.0,41.0,126.0,19.0
731,2008-01-02,2008,1,2,331.0,75.0,48.0,178.0,30.0
732,2008-01-03,2008,1,3,251.0,47.0,41.0,149.0,14.0
733,2008-01-04,2008,1,4,260.0,45.0,38.0,153.0,24.0
734,2008-01-05,2008,1,5,233.0,53.0,32.0,128.0,20.0
735,2008-01-06,2008,1,6,219.0,43.0,34.0,125.0,17.0
736,2008-01-07,2008,1,7,276.0,50.0,63.0,144.0,19.0
737,2008-01-08,2008,1,8,289.0,56.0,46.0,154.0,33.0
738,2008-01-09,2008,1,9,295.0,52.0,49.0,176.0,16.0
739,2008-01-10,2008,1,10,239.0,52.0,44.0,127.0,16.0
740,2008-01-11,2008,1,11,226.0,47.0,41.0,115.0,22.0
741,2008-01-12,2008,1,12,223.0,47.0,32.0,123.0,21.0
742,2008-01-13,2008,1,13,244.0,64.0,41.0,126.0,13.0
743,2008-01-14,2008,1,14,317.0,70.0,75.0,150.0,22.0
744,2008-01-15,2008,1,15,295.0,72.0,61.0,135.0,27.0
745,2008-01-16,2008,1,16,279.0,55.0,56.0,141.0,26.0
746,2008-01-17,2008,1,17,249.0,41.0,60.0,129.0,19.0
747,2008-01-18,2008,1,18,237.0,50.0,45.0,122.0,20.0
748,2008-01-19,2008,1,19,205.0,52.0,39.0,102.0,12.0
749,2008-01-20,2008,1,20,243.0,46.0,63.0,116.0,17.0
750,2008-01-21,2008,1,21,301.0,62.0,67.0,144.0,25.0
751,2008-01-22,2008,1,22,338.0,63.0,87.0,167.0,19.0
752,2008-01-23,2008,1,23,291.0,47.0,84.0,137.0,22.0
753,2008-01-24,2008,1,24,283.0,61.0,72.0,135.0,15.0
754,2008-01-25,2008,1,25,256.0,50.0,47.0,144.0,15.0
755,2008-01-26,2008,1,26,238.0,56.0,55.0,109.0,18.0
756,2008-01-27,2008,1,27,243.0,57.0,61.0,114.0,11.0
757,2008-01-28,2008,1,28,331.0,61.0,92.0,156.0,21.0
758,2008-01-29,2008,1,29,289.0,48.0,77.0,138.0,26.0
759,2008-01-30,2008,1,30,289.0,52.0,72.0,145.0,20.0
760,2008-01-31,2008,1,31,310.0,68.0,62.0,152.0,28.0
761,2008-02-01,2008,2,1,246.0,51.0,40.0,143.0,12.0
762,2008-02-02,2008,2,2,268.0,63.0,54.0,132.0,18.0
763,2008-02-03,2008,2,3,280.0,49.0,62.0,155.0,14.0
764,2008-02-04,2008,2,4,371.0,76.0,99.0,169.0,27.0
765,2008-02-05,2008,2,5,330.0,64.0,72.0,166.0,28.0
766,2008-02-06,2008,2,6,327.0,50.0,83.0,162.0,32.0
767,2008-02-07,2008,2,7,302.0,56.0,66.0,161.0,19.0
768,2008-02-08,2008,2,8,324.0,59.0,81.0,160.0,23.0
769,2008-02-09,2008,2,9,268.0,48.0,46.0,145.0,29.0
770,2008-02-10,2008,2,10,329.0,64.0,73.0,163.0,29.0
771,2008-02-11,2008,2,11,346.0,54.0,85.0,187.0,20.0
772,2008-02-12,2008,2,12,278.0,42.0,58.0,148.0,30.0
773,2008-02-13,2008,2,13,300.0,51.0,76.0,152.0,21.0
774,2008-02-14,2008,2,14,257.0,52.0,42.0,149.0,14.0
775,2008-02-15,2008,2,15,268.0,49.0,47.0,145.0,27.0
776,2008-02-16,2008,2,16,235.0,47.0,43.0,128.0,17.0
777,2008-02-17,2008,2,17,284.0,64.0,51.0,143.0,26.0
778,2008-02-18,2008,2,18,314.0,46.0,59.0,181.0,28.0
779,2008-02-19,2008,2,19,311.0,36.0,71.0,177.0,27.0
780,2008-02-20,2008,2,20,328.0,46.0,54.0,204.0,24.0
781,2008-02-21,2008,2,21,246.0,38.0,39.0,147.0,22.0
782,2008-02-22,2008,2,22,224.0,37.0,42.0,129.0,16.0
783,2008-02-23,2008,2,23,236.0,38.0,38.0,140.0,19.0
784,2008-02-24,2008,2,24,275.0,59.0,33.0,155.0,28.0
785,2008-02-25,2008,2,25,336.0,60.0,49.0,186.0,39.0
786,2008-02-26,2008,2,26,292.0,43.0,41.0,173.0,35.0
787,2008-02-27,2008,2,27,255.0,46.0,34.0,147.0,28.0
788,2008-02-28,2008,2,28,244.0,40.0,38.0,142.0,24.0
789,2008-02-29,2008,2,29,220.0,38.0,34.0,134.0,14.0
790,2008-03-01,2008,3,1,194.0,48.0,21.0,102.0,23.0
791,2008-03-02,2008,3,2,239.0,50.0,36.0,130.0,23.0
792,2008-03-03,2008,3,3,335.0,48.0,64.0,181.0,42.0
793,2008-03-04,2008,3,4,259.0,37.0,54.0,137.0,31.0
794,2008-03-05,2008,3,5,258.0,39.0,47.0,147.0,24.0
795,2008-03-06,2008,3,6,276.0,38.0,41.0,169.0,28.0
796,2008-03-07,2008,3,7,231.0,36.0,44.0,129.0,22.0
797,2008-03-08,2008,3,8,234.0,41.0,40.0,129.0,23.0
798,2008-03-09,2008,3,9,215.0,42.0,61.0,93.0,19.0
799,2008-03-10,2008,3,10,279.0,58.0,59.0,134.0,28.0
800,2008-03-11,2008,3,11,265.0,48.0,63.0,122.0,32.0
801,2008-03-12,2008,3,12,287.0,52.0,62.0,144.0,28.0
802,2008-03-13,2008,3,13,270.0,39.0,57.0,147.0,27.0
803,2008-03-14,2008,3,14,238.0,42.0,46.0,130.0,20.0
804,2008-03-15,2008,3,15,221.0,44.0,39.0,113.0,25.0
805,2008-03-16,2008,3,16,257.0,51.0,68.0,116.0,21.0
806,2008-03-17,2008,3,17,318.0,57.0,88.0,141.0,32.0
807,2008-03-18,2008,3,18,240.0,39.0,61.0,123.0,17.0
808,2008-03-19,2008,3,19,250.0,45.0,49.0,135.0,21.0
809,2008-03-20,2008,3,20,272.0,44.0,57.0,144.0,27.0
810,2008-03-21,2008,3,21,226.0,39.0,42.0,117.0,28.0
811,2008-03-22,2008,3,22,212.0,45.0,42.0,103.0,22.0
812,2008-03-23,2008,3,23,249.0,50.0,51.0,131.0,17.0
813,2008-03-24,2008,3,24,294.0,45.0,66.0,162.0,21.0
814,2008-03-25,2008,3,25,291.0,37.0,65.0,158.0,31.0
815,2008-03-26,2008,3,26,232.0,38.0,50.0,130.0,14.0
816,2008-03-27,2008,3,27,246.0,38.0,49.0,135.0,24.0
817,2008-03-28,2008,3,28,248.0,47.0,36.0,141.0,24.0
818,2008-03-29,2008,3,29,208.0,27.0,34.0,112.0,35.0
819,2008-03-30,2008,3,30,254.0,49.0,50.0,134.0,21.0
820,2008-03-31,2008,3,31,316.0,55.0,81.0,147.0,33.0
821,2008-04-01,2008,4,1,236.0,40.0,43.0,120.0,33.0
822,2008-04-02,2008,4,2,238.0,31.0,51.0,136.0,20.0
823,2008-04-03,2008,4,3,263.0,42.0,47.0,154.0,20.0
824,2008-04-04,2008,4,4,225.0,29.0,40.0,139.0,17.0
825,2008-04-05,2008,4,5,200.0,23.0,44.0,109.0,24.0
826,2008-04-06,2008,4,6,228.0,41.0,55.0,112.0,20.0
827,2008-04-07,2008,4,7,303.0,45.0,80.0,154.0,24.0
828,2008-04-08,2008,4,8,276.0,36.0,61.0,161.0,18.0
829,2008-04-09,2008,4,9,232.0,39.0,56.0,119.0,18.0
830,2008-04-10,2008,4,10,243.0,36.0,46.0,131.0,30.0
831,2008-04-11,2008,4,11,221.0,39.0,35.0,121.0,26.0
832,2008-04-12,2008,4,12,203.0,36.0,25.0,111.0,31.0
833,2008-04-13,2008,4,13,217.0,48.0,46.0,104.0,19.0
834,2008-04-14,2008,4,14,284.0,47.0,60.0,145.0,32.0
835,2008-04-15,2008,4,15,246.0,48.0,60.0,116.0,22.0
836,2008-04-16,2008,4,16,242.0,42.0,61.0,117.0,22.0
837,2008-04-17,2008,4,17,239.0,38.0,46.0,139.0,16.0
838,2008-04-18,2008,4,18,201.0,39.0,34.0,104.0,24.0
839,2008-04-19,2008,4,19,207.0,32.0,45.0,113.0,17.0
840,2008-04-20,2008,4,20,202.0,36.0,43.0,101.0,22.0
841,2008-04-21,2008,4,21,274.0,56.0,49.0,147.0,21.0
842,2008-04-22,2008,4,22,260.0,44.0,52.0,142.0,22.0
843,2008-04-23,2008,4,23,222.0,40.0,33.0,127.0,22.0
844,2008-04-24,2008,4,24,222.0,47.0,35.0,118.0,22.0
845,2008-04-25,2008,4,25,213.0,27.0,35.0,136.0,15.0
846,2008-04-26,2008,4,26,229.0,33.0,54.0,126.0,16.0
847,2008-04-27,2008,4,27,282.0,58.0,58.0,142.0,24.0
848,2008-04-28,2008,4,28,303.0,33.0,60.0,179.0,31.0
849,2008-04-29,2008,4,29,272.0,37.0,53.0,161.0,21.0
850,2008-04-30,2008,4,30,295.0,32.0,76.0,161.0,26.0
851,2008-05-01,2008,5,1,383.0,44.0,109.0,200.0,30.0
852,2008-05-02,2008,5,2,346.0,37.0,95.0,192.0,22.0
853,2008-05-03,2008,5,3,243.0,33.0,59.0,133.0,18.0
854,2008-05-04,2008,5,4,296.0,51.0,81.0,154.0,10.0
855,2008-05-05,2008,5,5,393.0,56.0,140.0,178.0,19.0
856,2008-05-06,2008,5,6,550.0,56.0,177.0,286.0,31.0
857,2008-05-07,2008,5,7,651.0,49.0,213.0,355.0,33.0
858,2008-05-08,2008,5,8,453.0,43.0,151.0,237.0,22.0
859,2008-05-09,2008,5,9,327.0,50.0,92.0,168.0,17.0
860,2008-05-10,2008,5,10,283.0,44.0,63.0,150.0,26.0
861,2008-05-11,2008,5,11,304.0,52.0,79.0,158.0,15.0
