,Date,YR,MTH,DAY,Total_Count,Count_(Age_group_0-4),Count_(Age_group_5-17),Count_(Age_group_18-64),Count_(Age_group_65+)
862,2008-05-12,2008,5,12,426.0,57.0,124.0,222.0,23.0
863,2008-05-13,2008,5,13,356.0,45.0,114.0,179.0,18.0
864,2008-05-14,2008,5,14,330.0,53.0,71.0,177.0,29.0
865,2008-05-15,2008,5,15,357.0,51.0,88.0,199.0,18.0
866,2008-05-16,2008,5,16,284.0,53.0,80.0,129.0,22.0
867,2008-05-17,2008,5,17,281.0,51.0,71.0,141.0,18.0
868,2008-05-18,2008,5,18,295.0,51.0,80.0,147.0,17.0
869,2008-05-19,2008,5,19,357.0,49.0,107.0,173.0,28.0
870,2008-05-20,2008,5,20,359.0,53.0,99.0,184.0,23.0
871,2008-05-21,2008,5,21,271.0,41.0,72.0,133.0,25.0
872,2008-05-22,2008,5,22,263.0,56.0,60.0,131.0,16.0
873,2008-05-23,2008,5,23,248.0,46.0,54.0,128.0,20.0
874,2008-05-24,2008,5,24,219.0,46.0,30.0,125.0,18.0
875,2008-05-25,2008,5,25,239.0,46.0,51.0,121.0,21.0
876,2008-05-26,2008,5,26,279.0,41.0,65.0,149.0,24.0
877,2008-05-27,2008,5,27,331.0,63.0,73.0,170.0,25.0
878,2008-05-28,2008,5,28,296.0,48.0,47.0,172.0,28.0
879,2008-05-29,2008,5,29,259.0,42.0,55.0,136.0,26.0
880,2008-05-30,2008,5,30,189.0,32.0,37.0,103.0,17.0
881,2008-05-31,2008,5,31,175.0,37.0,30.0,90.0,18.0
882,2008-06-01,2008,6,1,213.0,43.0,41.0,115.0,13.0
883,2008-06-02,2008,6,2,243.0,33.0,49.0,139.0,22.0
884,2008-06-03,2008,6,3,208.0,28.0,46.0,113.0,21.0
885,2008-06-04,2008,6,4,174.0,34.0,28.0,100.0,12.0
886,2008-06-05,2008,6,5,221.0,36.0,37.0,124.0,24.0
887,2008-06-06,2008,6,6,182.0,30.0,25.0,108.0,19.0
888,2008-06-07,2008,6,7,173.0,30.0,24.0,102.0,17.0
889,2008-06-08,2008,6,8,178.0,38.0,27.0,97.0,16.0
890,2008-06-09,2008,6,9,291.0,40.0,58.0,178.0,15.0
891,2008-06-10,2008,6,10,218.0,36.0,34.0,136.0,12.0
892,2008-06-11,2008,6,11,319.0,30.0,57.0,217.0,14.0
893,2008-06-12,2008,6,12,239.0,41.0,33.0,141.0,24.0
894,2008-06-13,2008,6,13,181.0,28.0,26.0,114.0,13.0
895,2008-06-14,2008,6,14,158.0,30.0,20.0,94.0,14.0
896,2008-06-15,2008,6,15,173.0,33.0,29.0,87.0,24.0
897,2008-06-16,2008,6,16,254.0,44.0,31.0,146.0,32.0
898,2008-06-17,2008,6,17,383.0,43.0,61.0,247.0,32.0
899,2008-06-18,2008,6,18,214.0,24.0,30.0,137.0,23.0
900,2008-06-19,2008,6,19,208.0,26.0,29.0,130.0,23.0
901,2008-06-20,2008,6,20,181.0,31.0,20.0,114.0,16.0
902,2008-06-21,2008,6,21,153.0,33.0,17.0,87.0,16.0
903,2008-06-22,2008,6,22,180.0,47.0,27.0,84.0,22.0
904,2008-06-23,2008,6,23,196.0,41.0,22.0,113.0,20.0
905,2008-06-24,2008,6,24,187.0,30.0,29.0,106.0,22.0
906,2008-06-25,2008,6,25,162.0,41.0,22.0,79.0,20.0
907,2008-06-26,2008,6,26,159.0,26.0,23.0,94.0,16.0
908,2008-06-27,2008,6,27,162.0,29.0,30.0,87.0,16.0
909,2008-06-28,2008,6,28,142.0,26.0,21.0,80.0,15.0
910,2008-06-29,2008,6,29,165.0,25.0,24.0,104.0,12.0
911,2008-06-30,2008,6,30,193.0,43.0,25.0,101.0,24.0
912,2008-07-01,2008,7,1,181.0,36.0,23.0,105.0,17.0
913,2008-07-02,2008,7,2,156.0,20.0,21.0,95.0,20.0
914,2008-07-03,2008,7,3,167.0,24.0,18.0,103.0,22.0
915,2008-07-04,2008,7,4,110.0,14.0,12.0,78.0,5.0
916,2008-07-05,2008,7,5,146.0,25.0,15.0,92.0,14.0
917,2008-07-06,2008,7,6,141.0,25.0,13.0,97.0,6.0
918,2008-07-07,2008,7,7,194.0,29.0,27.0,120.0,18.0
919,2008-07-08,2008,7,8,145.0,25.0,11.0,89.0,20.0
920,2008-07-09,2008,7,9,165.0,28.0,17.0,103.0,17.0
921,2008-07-10,2008,7,10,151.0,20.0,20.0,98.0,13.0
922,2008-07-11,2008,7,11,144.0,15.0,19.0,83.0,27.0
923,2008-07-12,2008,7,12,124.0,23.0,12.0,75.0,13.0
924,2008-07-13,2008,7,13,148.0,23.0,22.0,95.0,8.0
925,2008-07-14,2008,7,14,158.0,24.0,19.0,97.0,18.0
926,2008-07-15,2008,7,15,150.0,24.0,19.0,87.0,20.0
927,2008-07-16,2008,7,16,157.0,21.0,13.0,97.0,26.0
928,2008-07-17,2008,7,17,156.0,34.0,20.0,92.0,10.0
929,2008-07-18,2008,7,18,127.0,18.0,18.0,83.0,8.0
930,2008-07-19,2008,7,19,135.0,24.0,21.0,81.0,9.0
931,2008-07-20,2008,7,20,139.0,23.0,17.0,89.0,10.0
932,2008-07-21,2008,7,21,176.0,24.0,22.0,116.0,14.0
933,2008-07-22,2008,7,22,163.0,16.0,26.0,98.0,23.0
934,2008-07-23,2008,7,23,167.0,29.0,15.0,108.0,15.0
935,2008-07-24,2008,7,24,162.0,34.0,20.0,92.0,16.0
936,2008-07-25,2008,7,25,149.0,22.0,26.0,93.0,8.0
937,2008-07-26,2008,7,26,137.0,24.0,19.0,82.0,12.0
938,2008-07-27,2008,7,27,146.0,23.0,23.0,85.0,15.0
939,2008-07-28,2008,7,28,175.0,28.0,22.0,111.0,14.0
940,2008-07-29,2008,7,29,146.0,14.0,19.0,97.0,16.0
941,2008-07-30,2008,7,30,167.0,21.0,28.0,97.0,21.0
942,2008-07-31,2008,7,31,147.0,21.0,18.0,91.0,17.0
943,2008-08-01,2008,8,1,159.0,34.0,19.0,93.0,13.0
944,2008-08-02,2008,8,2,133.0,21.0,25.0,73.0,14.0
945,2008-08-03,2008,8,3,189.0,27.0,26.0,119.0,17.0
946,2008-08-04,2008,8,4,178.0,33.0,19.0,109.0,17.0
947,2008-08-05,2008,8,5,156.0,25.0,14.0,100.0,17.0
948,2008-08-06,2008,8,6,165.0,25.0,22.0,103.0,15.0
949,2008-08-07,2008,8,7,159.0,24.0,14.0,95.0,26.0
950,2008-08-08,2008,8,8,146.0,20.0,14.0,100.0,12.0
951,2008-08-09,2008,8,9,144.0,37.0,15.0,78.0,14.0
952,2008-08-10,2008,8,10,126.0,22.0,20.0,73.0,11.0
953,2008-08-11,2008,8,11,193.0,35.0,24.0,120.0,14.0
954,2008-08-12,2008,8,12,167.0,25.0,27.0,95.0,20.0
955,2008-08-13,2008,8,13,162.0,32.0,25.0,86.0,19.0
956,2008-08-14,2008,8,14,159.0,22.0,18.0,106.0,13.0
957,2008-08-15,2008,8,15,165.0,29.0,23.0,98.0,15.0
958,2008-08-16,2008,8,16,162.0,33.0,19.0,90.0,20.0
959,2008-08-17,2008,8,17,189.0,36.0,32.0,101.0,20.0
960,2008-08-18,2008,8,18,227.0,39.0,28.0,139.0,21.0
961,2008-08-19,2008,8,19,158.0,33.0,22.0,83.0,20.0
962,2008-08-20,2008,8,20,163.0,32.0,22.0,95.0,14.0
963,2008-08-21,2008,8,21,168.0,37.0,23.0,90.0,18.0
964,2008-08-22,2008,8,22,164.0,36.0,24.0,88.0,16.0
965,2008-08-23,2008,8,23,151.0,33.0,27.0,81.0,10.0
966,2008-08-24,2008,8,24,157.0,39.0,11.0,97.0,9.0
967,2008-08-25,2008,8,25,212.0,35.0,22.0,135.0,19.0
968,2008-08-26,2008,8,26,187.0,39.0,27.0,102.0,19.0
969,2008-08-27,2008,8,27,181.0,23.0,20.0,121.0,17.0
970,2008-08-28,2008,8,28,177.0,22.0,26.0,109.0,20.0
971,2008-08-29,2008,8,29,161.0,37.0,22.0,92.0,10.0
972,2008-08-30,2008,8,30,163.0,42.0,19.0,88.0,14.0
973,2008-08-31,2008,8,31,160.0,23.0,34.0,92.0,11.0
974,2008-09-01,2008,9,1,147.0,34.0,27.0,71.0,15.0
975,2008-09-02,2008,9,2,190.0,24.0,23.0,128.0,15.0
976,2008-09-03,2008,9,3,195.0,35.0,27.0,115.0,18.0
977,2008-09-04,2008,9,4,183.0,27.0,25.0,115.0,16.0
978,2008-09-05,2008,9,5,213.0,29.0,32.0,129.0,23.0
979,2008-09-06,2008,9,6,160.0,31.0,25.0,91.0,13.0
980,2008-09-07,2008,9,7,191.0,44.0,44.0,93.0,10.0
981,2008-09-08,2008,9,8,239.0,53.0,47.0,119.0,20.0
982,2008-09-09,2008,9,9,230.0,38.0,56.0,121.0,14.0
983,2008-09-10,2008,9,10,260.0,46.0,57.0,134.0,23.0
984,2008-09-11,2008,9,11,223.0,52.0,53.0,102.0,16.0
985,2008-09-12,2008,9,12,244.0,55.0,63.0,108.0,18.0
986,2008-09-13,2008,9,13,235.0,60.0,56.0,106.0,13.0
987,2008-09-14,2008,9,14,264.0,63.0,85.0,104.0,12.0
988,2008-09-15,2008,9,15,352.0,89.0,118.0,124.0,21.0
989,2008-09-16,2008,9,16,318.0,75.0,101.0,123.0,19.0
990,2008-09-17,2008,9,17,276.0,68.0,85.0,105.0,18.0
991,2008-09-18,2008,9,18,310.0,65.0,88.0,140.0,16.0
992,2008-09-19,2008,9,19,275.0,79.0,75.0,107.0,14.0
993,2008-09-20,2008,9,20,328.0,84.0,78.0,157.0,9.0
994,2008-09-21,2008,9,21,333.0,73.0,118.0,134.0,8.0
995,2008-09-22,2008,9,22,431.0,86.0,152.0,175.0,18.0
996,2008-09-23,2008,9,23,333.0,75.0,108.0,129.0,21.0
997,2008-09-24,2008,9,24,326.0,71.0,90.0,147.0,18.0
998,2008-09-25,2008,9,25,321.0,76.0,70.0,156.0,19.0
999,2008-09-26,2008,9,26,289.0,63.0,72.0,138.0,16.0
1000,2008-09-27,2008,9,27,258.0,64.0,66.0,119.0,9.0
1001,2008-09-28,2008,9,28,307.0,77.0,85.0,132.0,13.0
1002,2008-09-29,2008,9,29,394.0,77.0,102.0,180.0,35.0
1003,2008-09-30,2008,9,30,284.0,57.0,53.0,154.0,20.0
1004,2008-10-01,2008,10,1,257.0,54.0,47.0,133.0,23.0
1005,2008-10-02,2008,10,2,320.0,60.0,76.0,162.0,22.0
1006,2008-10-03,2008,10,3,281.0,62.0,55.0,149.0,15.0
1007,2008-10-04,2008,10,4,272.0,60.0,54.0,145.0,13.0
1008,2008-10-05,2008,10,5,301.0,56.0,61.0,166.0,18.0
1009,2008-10-06,2008,10,6,409.0,77.0,117.0,194.0,21.0
1010,2008-10-07,2008,10,7,344.0,70.0,72.0,186.0,16.0
1011,2008-10-08,2008,10,8,322.0,70.0,69.0,168.0,15.0
1012,2008-10-09,2008,10,9,277.0,61.0,43.0,155.0,18.0
1013,2008-10-10,2008,10,10,275.0,54.0,64.0,136.0,21.0
1014,2008-10-11,2008,10,11,298.0,69.0,74.0,144.0,11.0
1015,2008-10-12,2008,10,12,294.0,65.0,80.0,136.0,13.0
1016,2008-10-13,2008,10,13,355.0,89.0,79.0,159.0,28.0
1017,2008-10-14,2008,10,14,357.0,68.0,98.0,165.0,26.0
1018,2008-10-15,2008,10,15,295.0,61.0,54.0,155.0,25.0
1019,2008-10-16,2008,10,16,300.0,67.0,54.0,160.0,19.0
1020,2008-10-17,2008,10,17,261.0,52.0,56.0,131.0,22.0
1021,2008-10-18,2008,10,18,242.0,48.0,48.0,134.0,12.0
1022,2008-10-19,2008,10,19,303.0,55.0,70.0,164.0,14.0
1023,2008-10-20,2008,10,20,429.0,56.0,112.0,222.0,37.0
1024,2008-10-21,2008,10,21,324.0,53.0,75.0,170.0,26.0
1025,2008-10-22,2008,10,22,319.0,47.0,68.0,179.0,25.0
1026,2008-10-23,2008,10,23,282.0,50.0,51.0,156.0,25.0
1027,2008-10-24,2008,10,24,258.0,55.0,52.0,128.0,23.0
1028,2008-10-25,2008,10,25,247.0,56.0,38.0,138.0,15.0
1029,2008-10-26,2008,10,26,276.0,61.0,61.0,129.0,24.0
1030,2008-10-27,2008,10,27,377.0,73.0,98.0,183.0,23.0
1031,2008-10-28,2008,10,28,305.0,57.0,71.0,166.0,11.0
1032,2008-10-29,2008,10,29,315.0,47.0,75.0,160.0,33.0
1033,2008-10-30,2008,10,30,283.0,53.0,67.0,142.0,21.0
1034,2008-10-31,2008,10,31,236.0,55.0,45.0,120.0,16.0
1035,2008-11-01,2008,11,1,231.0,64.0,39.0,113.0,15.0
1036,2008-11-02,2008,11,2,294.0,53.0,72.0,151.0,17.0
1037,2008-11-03,2008,11,3,349.0,70.0,98.0,159.0,22.0
1038,2008-11-04,2008,11,4,303.0,69.0,62.0,152.0,20.0
1039,2008-11-05,2008,11,5,347.0,80.0,84.0,150.0,33.0
1040,2008-11-06,2008,11,6,327.0,66.0,60.0,176.0,25.0
1041,2008-11-07,2008,11,7,322.0,68.0,67.0,160.0,27.0
1042,2008-11-08,2008,11,8,250.0,55.0,51.0,119.0,25.0
1043,2008-11-09,2008,11,9,305.0,71.0,63.0,160.0,11.0
1044,2008-11-10,2008,11,10,396.0,98.0,84.0,182.0,31.0
1045,2008-11-11,2008,11,11,300.0,67.0,64.0,142.0,27.0
1046,2008-11-12,2008,11,12,343.0,85.0,66.0,172.0,20.0
1047,2008-11-13,2008,11,13,339.0,83.0,71.0,162.0,22.0
1048,2008-11-14,2008,11,14,244.0,61.0,39.0,127.0,17.0
1049,2008-11-15,2008,11,15,242.0,60.0,49.0,119.0,14.0
1050,2008-11-16,2008,11,16,266.0,72.0,65.0,107.0,22.0
1051,2008-11-17,2008,11,17,332.0,65.0,77.0,176.0,14.0
1052,2008-11-18,2008,11,18,355.0,87.0,79.0,172.0,17.0
1053,2008-11-19,2008,11,19,267.0,61.0,63.0,131.0,12.0
1054,2008-11-20,2008,11,20,281.0,61.0,52.0,146.0,22.0
1055,2008-11-21,2008,11,21,296.0,68.0,60.0,145.0,23.0
1056,2008-11-22,2008,11,22,257.0,68.0,55.0,115.0,19.0
1057,2008-11-23,2008,11,23,324.0,68.0,77.0,154.0,25.0
1058,2008-11-24,2008,11,24,413.0,107.0,101.0,177.0,28.0
1059,2008-11-25,2008,11,25,291.0,73.0,52.0,136.0,30.0
1060,2008-11-26,2008,11,26,296.0,85.0,60.0,133.0,18.0
1061,2008-11-27,2008,11,27,218.0,49.0,48.0,106.0,14.0
1062,2008-11-28,2008,11,28,347.0,85.0,70.0,170.0,22.0
1063,2008-11-29,2008,11,29,324.0,89.0,75.0,133.0,26.0
1064,2008-11-30,2008,11,30,309.0,62.0,79.0,151.0,17.0
1065,2008-12-01,2008,12,1,362.0,93.0,77.0,165.0,26.0
1066,2008-12-02,2008,12,2,350.0,83.0,75.0,166.0,26.0
1067,2008-12-03,2008,12,3,323.0,84.0,58.0,152.0,29.0
1068,2008-12-04,2008,12,4,305.0,89.0,54.0,144.0,18.0
1069,2008-12-05,2008,12,5,310.0,75.0,54.0,157.0,24.0
1070,2008-12-06,2008,12,6,291.0,73.0,57.0,137.0,22.0
1071,2008-12-07,2008,12,7,296.0,63.0,70.0,143.0,19.0
1072,2008-12-08,2008,12,8,358.0,88.0,91.0,157.0,22.0
1073,2008-12-09,2008,12,9,394.0,115.0,101.0,157.0,21.0
1074,2008-12-10,2008,12,10,368.0,98.0,77.0,170.0,23.0
1075,2008-12-11,2008,12,11,285.0,78.0,53.0,133.0,21.0
1076,2008-12-12,2008,12,12,296.0,80.0,57.0,132.0,27.0
1077,2008-12-13,2008,12,13,283.0,85.0,57.0,117.0,24.0
1078,2008-12-14,2008,12,14,336.0,100.0,75.0,143.0,18.0
1079,2008-12-15,2008,12,15,371.0,99.0,70.0,178.0,24.0
1080,2008-12-16,2008,12,16,361.0,103.0,92.0,144.0,22.0
1081,2008-12-17,2008,12,17,334.0,98.0,79.0,138.0,18.0
1082,2008-12-18,2008,12,18,337.0,89.0,80.0,147.0,21.0
1083,2008-12-19,2008,12,19,243.0,64.0,51.0,117.0,10.0
1084,2008-12-20,2008,12,20,238.0,70.0,38.0,115.0,15.0
1085,2008-12-21,2008,12,21,268.0,78.0,58.0,111.0,20.0
1086,2008-12-22,2008,12,22,358.0,89.0,77.0,164.0,28.0
1087,2008-12-23,2008,12,23,302.0,81.0,54.0,144.0,23.0
1088,2008-12-24,2008,12,24,243.0,54.0,49.0,119.0,20.0
1089,2008-12-25,2008,12,25,265.0,69.0,56.0,115.0,25.0
1090,2008-12-26,2008,12,26,341.0,82.0,68.0,154.0,37.0
1091,2008-12-27,2008,12,27,322.0,83.0,61.0,154.0,22.0
1092,2008-12-28,2008,12,28,343.0,91.0,68.0,146.0,37.0
1093,2008-12-29,2008,12,29,362.0,79.0,47.0,199.0,37.0
1094,2008-12-30,2008,12,30,318.0,76.0,44.0,159.0,39.0
1095,2008-12-31,2008,12,31,231.0,62.0,28.0,113.0,27.0
1096,2009-01-01,2009,1,1,268.0,77.0,40.0,130.0,20.0
1097,2009-01-02,2009,1,2,315.0,77.0,48.0,156.0,34.0
1098,2009-01-03,2009,1,3,308.0,70.0,44.0,161.0,33.0
1099,2009-01-04,2009,1,4,299.0,43.0,57.0,171.0,28.0
1100,2009-01-05,2009,1,5,397.0,75.0,72.0,213.0,37.0
1101,2009-01-06,2009,1,6,343.0,72.0,59.0,173.0,39.0
1102,2009-01-07,2009,1,7,294.0,58.0,53.0,165.0,18.0
1103,2009-01-08,2009,1,8,274.0,57.0,44.0,146.0,27.0
1104,2009-01-09,2009,1,9,287.0,59.0,40.0,154.0,34.0
1105,2009-01-10,2009,1,10,234.0,51.0,36.0,121.0,26.0
1106,2009-01-11,2009,1,11,280.0,70.0,48.0,144.0,18.0
1107,2009-01-12,2009,1,12,356.0,74.0,68.0,184.0,30.0
1108,2009-01-13,2009,1,13,336.0,66.0,59.0,182.0,28.0
1109,2009-01-14,2009,1,14,296.0,58.0,49.0,162.0,27.0
1110,2009-01-15,2009,1,15,268.0,51.0,45.0,151.0,20.0
1111,2009-01-16,2009,1,16,300.0,61.0,64.0,157.0,18.0
1112,2009-01-17,2009,1,17,235.0,41.0,33.0,138.0,23.0
1113,2009-01-18,2009,1,18,271.0,51.0,60.0,133.0,26.0
1114,2009-01-19,2009,1,19,303.0,47.0,52.0,173.0,31.0
1115,2009-01-20,2009,1,20,336.0,54.0,77.0,176.0,28.0
1116,2009-01-21,2009,1,21,334.0,62.0,71.0,179.0,22.0
1117,2009-01-22,2009,1,22,329.0,66.0,59.0,175.0,29.0
1118,2009-01-23,2009,1,23,287.0,52.0,50.0,159.0,26.0
1119,2009-01-24,2009,1,24,243.0,50.0,47.0,123.0,22.0
1120,2009-01-25,2009,1,25,289.0,53.0,69.0,141.0,26.0
1121,2009-01-26,2009,1,26,386.0,59.0,97.0,202.0,28.0
1122,2009-01-27,2009,1,27,365.0,68.0,82.0,180.0,35.0
1123,2009-01-28,2009,1,28,282.0,59.0,45.0,153.0,25.0
1124,2009-01-29,2009,1,29,315.0,60.0,70.0,157.0,28.0
1125,2009-01-30,2009,1,30,324.0,66.0,65.0,174.0,19.0
1126,2009-01-31,2009,1,31,253.0,48.0,64.0,125.0,16.0
1127,2009-02-01,2009,2,1,304.0,62.0,58.0,162.0,22.0
1128,2009-02-02,2009,2,2,399.0,70.0,98.0,200.0,31.0
1129,2009-02-03,2009,2,3,303.0,56.0,80.0,144.0,23.0
1130,2009-02-04,2009,2,4,342.0,69.0,60.0,175.0,38.0
1131,2009-02-05,2009,2,5,333.0,56.0,67.0,191.0,19.0
1132,2009-02-06,2009,2,6,286.0,45.0,42.0,175.0,24.0
1133,2009-02-07,2009,2,7,270.0,58.0,61.0,127.0,24.0
1134,2009-02-08,2009,2,8,325.0,62.0,86.0,157.0,20.0
1135,2009-02-09,2009,2,9,385.0,56.0,106.0,198.0,25.0
1136,2009-02-10,2009,2,10,341.0,58.0,76.0,180.0,27.0
1137,2009-02-11,2009,2,11,353.0,71.0,80.0,174.0,28.0
1138,2009-02-12,2009,2,12,278.0,51.0,64.0,144.0,19.0
1139,2009-02-13,2009,2,13,277.0,55.0,48.0,145.0,29.0
1140,2009-02-14,2009,2,14,234.0,46.0,37.0,128.0,23.0
1141,2009-02-15,2009,2,15,279.0,59.0,59.0,133.0,28.0
1142,2009-02-16,2009,2,16,301.0,52.0,58.0,159.0,32.0
1143,2009-02-17,2009,2,17,335.0,69.0,52.0,195.0,19.0
1144,2009-02-18,2009,2,18,279.0,42.0,42.0,171.0,24.0
1145,2009-02-19,2009,2,19,279.0,50.0,40.0,163.0,26.0
1146,2009-02-20,2009,2,20,244.0,50.0,36.0,131.0,27.0
1147,2009-02-21,2009,2,21,199.0,31.0,24.0,124.0,20.0
1148,2009-02-22,2009,2,22,266.0,56.0,50.0,126.0,34.0
1149,2009-02-23,2009,2,23,304.0,47.0,58.0,166.0,33.0
1150,2009-02-24,2009,2,24,265.0,49.0,51.0,141.0,24.0
1151,2009-02-25,2009,2,25,270.0,36.0,38.0,165.0,30.0
1152,2009-02-26,2009,2,26,255.0,35.0,34.0,163.0,23.0
1153,2009-02-27,2009,2,27,219.0,46.0,26.0,114.0,33.0
1154,2009-02-28,2009,2,28,209.0,39.0,23.0,129.0,18.0
1155,2009-03-01,2009,3,1,238.0,49.0,39.0,125.0,25.0
1156,2009-03-02,2009,3,2,240.0,36.0,32.0,152.0,20.0
1157,2009-03-03,2009,3,3,278.0,50.0,41.0,165.0,21.0
1158,2009-03-04,2009,3,4,248.0,41.0,46.0,142.0,19.0
1159,2009-03-05,2009,3,5,228.0,34.0,43.0,115.0,36.0
1160,2009-03-06,2009,3,6,220.0,29.0,34.0,130.0,27.0
1161,2009-03-07,2009,3,7,203.0,36.0,32.0,114.0,21.0
1162,2009-03-08,2009,3,8,206.0,49.0,45.0,92.0,20.0
1163,2009-03-09,2009,3,9,286.0,49.0,60.0,146.0,31.0
1164,2009-03-10,2009,3,10,242.0,44.0,47.0,129.0,22.0
1165,2009-03-11,2009,3,11,265.0,44.0,55.0,139.0,27.0
1166,2009-03-12,2009,3,12,269.0,43.0,55.0,149.0,22.0
1167,2009-03-13,2009,3,13,263.0,62.0,43.0,131.0,27.0
1168,2009-03-14,2009,3,14,206.0,37.0,40.0,104.0,25.0
1169,2009-03-15,2009,3,15,248.0,45.0,60.0,120.0,23.0
1170,2009-03-16,2009,3,16,311.0,40.0,90.0,154.0,27.0
1171,2009-03-17,2009,3,17,301.0,65.0,63.0,155.0,18.0
1172,2009-03-18,2009,3,18,286.0,60.0,76.0,129.0,21.0
1173,2009-03-19,2009,3,19,269.0,44.0,62.0,134.0,29.0
1174,2009-03-20,2009,3,20,251.0,53.0,52.0,125.0,21.0
1175,2009-03-21,2009,3,21,216.0,49.0,39.0,104.0,24.0
1176,2009-03-22,2009,3,22,278.0,64.0,68.0,126.0,20.0
1177,2009-03-23,2009,3,23,330.0,59.0,88.0,162.0,21.0
1178,2009-03-24,2009,3,24,303.0,52.0,82.0,146.0,22.0
1179,2009-03-25,2009,3,25,257.0,47.0,64.0,124.0,22.0
1180,2009-03-26,2009,3,26,273.0,68.0,50.0,131.0,24.0
1181,2009-03-27,2009,3,27,246.0,52.0,40.0,131.0,23.0
1182,2009-03-28,2009,3,28,238.0,46.0,51.0,129.0,11.0
1183,2009-03-29,2009,3,29,264.0,48.0,76.0,120.0,20.0
1184,2009-03-30,2009,3,30,342.0,59.0,89.0,172.0,22.0
1185,2009-03-31,2009,3,31,274.0,52.0,71.0,127.0,24.0
1186,2009-04-01,2009,4,1,272.0,57.0,56.0,136.0,23.0
1187,2009-04-02,2009,4,2,261.0,46.0,43.0,150.0,22.0
1188,2009-04-03,2009,4,3,253.0,53.0,46.0,135.0,19.0
1189,2009-04-04,2009,4,4,197.0,46.0,33.0,93.0,25.0
1190,2009-04-05,2009,4,5,213.0,48.0,44.0,107.0,13.0
1191,2009-04-06,2009,4,6,326.0,62.0,75.0,161.0,28.0
1192,2009-04-07,2009,4,7,272.0,50.0,62.0,142.0,18.0
1193,2009-04-08,2009,4,8,272.0,55.0,59.0,136.0,22.0
1194,2009-04-09,2009,4,9,214.0,48.0,40.0,100.0,26.0
1195,2009-04-10,2009,4,10,228.0,39.0,37.0,130.0,21.0
1196,2009-04-11,2009,4,11,229.0,50.0,37.0,121.0,21.0
1197,2009-04-12,2009,4,12,234.0,41.0,39.0,130.0,24.0
1198,2009-04-13,2009,4,13,305.0,58.0,61.0,159.0,27.0
1199,2009-04-14,2009,4,14,253.0,51.0,45.0,138.0,19.0
1200,2009-04-15,2009,4,15,228.0,37.0,33.0,134.0,24.0
1201,2009-04-16,2009,4,16,225.0,34.0,40.0,125.0,25.0
1202,2009-04-17,2009,4,17,225.0,41.0,28.0,136.0,20.0
1203,2009-04-18,2009,4,18,209.0,33.0,28.0,119.0,29.0
1204,2009-04-19,2009,4,19,244.0,48.0,42.0,124.0,30.0
1205,2009-04-20,2009,4,20,271.0,40.0,42.0,153.0,36.0
1206,2009-04-21,2009,4,21,265.0,45.0,49.0,144.0,27.0
1207,2009-04-22,2009,4,22,261.0,48.0,39.0,148.0,26.0
1208,2009-04-23,2009,4,23,197.0,35.0,23.0,120.0,19.0
1209,2009-04-24,2009,4,24,229.0,40.0,37.0,121.0,31.0
1210,2009-04-25,2009,4,25,196.0,28.0,29.0,125.0,14.0
1211,2009-04-26,2009,4,26,204.0,45.0,36.0,110.0,13.0
1212,2009-04-27,2009,4,27,294.0,37.0,71.0,157.0,29.0
1213,2009-04-28,2009,4,28,338.0,51.0,93.0,166.0,28.0
1214,2009-04-29,2009,4,29,423.0,52.0,158.0,182.0,31.0
1215,2009-04-30,2009,4,30,509.0,76.0,171.0,233.0,29.0
1216,2009-05-01,2009,5,1,345.0,54.0,90.0,175.0,26.0
1217,2009-05-02,2009,5,2,276.0,56.0,71.0,129.0,20.0
1218,2009-05-03,2009,5,3,290.0,42.0,89.0,144.0,15.0
1219,2009-05-04,2009,5,4,389.0,47.0,119.0,196.0,27.0
1220,2009-05-05,2009,5,5,331.0,60.0,77.0,165.0,29.0
1221,2009-05-06,2009,5,6,322.0,61.0,85.0,153.0,23.0
1222,2009-05-07,2009,5,7,290.0,52.0,67.0,145.0,26.0
1223,2009-05-08,2009,5,8,238.0,36.0,52.0,128.0,22.0
1224,2009-05-09,2009,5,9,250.0,43.0,59.0,129.0,19.0
1225,2009-05-10,2009,5,10,283.0,47.0,82.0,135.0,19.0
1226,2009-05-11,2009,5,11,440.0,58.0,158.0,199.0,25.0
1227,2009-05-12,2009,5,12,363.0,66.0,93.0,186.0,18.0
1228,2009-05-13,2009,5,13,375.0,45.0,108.0,198.0,24.0
1229,2009-05-14,2009,5,14,356.0,56.0,98.0,175.0,27.0
1230,2009-05-15,2009,5,15,297.0,66.0,81.0,131.0,19.0
1231,2009-05-16,2009,5,16,288.0,59.0,82.0,128.0,18.0
1232,2009-05-17,2009,5,17,333.0,50.0,93.0,164.0,26.0
1233,2009-05-18,2009,5,18,477.0,46.0,169.0,235.0,27.0
1234,2009-05-19,2009,5,19,405.0,58.0,135.0,186.0,25.0
1235,2009-05-20,2009,5,20,392.0,72.0,95.0,198.0,27.0
1236,2009-05-21,2009,5,21,377.0,64.0,127.0,164.0,22.0
1237,2009-05-22,2009,5,22,377.0,44.0,128.0,186.0,19.0
1238,2009-05-23,2009,5,23,344.0,53.0,134.0,144.0,13.0
1239,2009-05-24,2009,5,24,429.0,55.0,162.0,188.0,24.0
1240,2009-05-25,2009,5,25,480.0,48.0,174.0,232.0,26.0
1241,2009-05-26,2009,5,26,568.0,60.0,179.0,306.0,23.0
