Date,Borough,Total Count ,Count (Age group 0 - 4) ,Count (Age group 5 - 17) ,Count (Age group 18 - 64) ,Count (Age group 65+) 
04/17/06,Manhattan,48,8,13,27,0
04/17/06,Queens,23,5,4,13,1
04/17/06,Staten Island,6,0,0,3,3
04/17/06,Unknown,9,1,6,2,0
04/18/06,Bronx,77,16,11,39,11
04/18/06,Brooklyn,70,12,9,43,6
04/18/06,Manhattan,47,12,5,25,5
04/18/06,Queens,25,3,3,13,6
04/18/06,Staten Island,7,0,2,3,2
04/18/06,Unknown,6,2,1,3,0
04/19/06,Bronx,66,15,5,38,8
04/19/06,Brooklyn,76,18,16,40,2
04/19/06,Manhattan,56,8,10,31,7
04/19/06,Queens,26,7,1,15,3
04/19/06,Staten Island,4,3,1,0,0
04/19/06,Unknown,10,0,3,6,1
04/20/06,Bronx,55,13,11,26,5
04/20/06,Brooklyn,80,23,11,42,4
04/20/06,Manhattan,41,9,5,24,3
04/20/06,Queens,12,3,3,3,3
04/20/06,Staten Island,7,0,0,6,1
04/20/06,Unknown,7,1,0,5,1
04/21/06,Bronx,59,9,8,36,6
04/21/06,Brooklyn,71,11,8,47,5
04/21/06,Manhattan,42,9,8,18,7
04/21/06,Queens,15,4,0,7,4
04/21/06,Staten Island,5,1,0,2,2
04/21/06,Unknown,2,1,0,1,0
04/22/06,Bronx,69,12,11,40,6
04/22/06,Brooklyn,84,16,16,44,8
04/22/06,Manhattan,34,5,6,20,3
04/22/06,Queens,22,3,5,12,2
04/22/06,Staten Island,7,0,1,5,1
04/22/06,Unknown,6,2,1,3,0
04/23/06,Bronx,47,9,7,27,4
04/23/06,Brooklyn,64,19,11,32,2
04/23/06,Manhattan,35,8,7,18,2
04/23/06,Queens,19,4,4,7,4
04/23/06,Staten Island,5,0,0,3,2
04/23/06,Unknown,5,2,0,3,0
04/24/06,Bronx,79,9,13,51,6
04/24/06,Brooklyn,88,14,20,50,4
04/24/06,Manhattan,50,10,14,20,6
04/24/06,Queens,30,4,3,19,4
04/24/06,Staten Island,13,1,1,10,1
04/24/06,Unknown,11,3,1,3,4
04/25/06,Bronx,67,15,10,38,4
04/25/06,Brooklyn,65,10,19,30,6
04/25/06,Manhattan,39,6,14,18,1
04/25/06,Queens,21,4,4,11,2
04/25/06,Staten Island,8,1,1,6,0
04/25/06,Unknown,4,1,1,2,0
04/26/06,Bronx,100,11,31,53,5
04/26/06,Brooklyn,106,18,25,59,4
04/26/06,Manhattan,59,4,19,32,4
04/26/06,Queens,37,7,8,19,3
04/26/06,Staten Island,9,1,2,5,1
04/26/06,Unknown,8,1,1,6,0
04/27/06,Bronx,84,9,15,53,7
04/27/06,Brooklyn,101,11,27,59,4
04/27/06,Manhattan,59,6,23,29,1
04/27/06,Queens,32,4,7,19,2
04/27/06,Staten Island,10,0,3,5,2
04/27/06,Unknown,9,1,3,4,1
04/28/06,Bronx,104,11,25,60,8
04/28/06,Brooklyn,113,13,40,56,4
04/28/06,Manhattan,59,7,19,31,2
04/28/06,Queens,41,6,10,21,4
04/28/06,Staten Island,5,2,1,2,0
04/28/06,Unknown,9,0,3,6,0
04/29/06,Bronx,76,5,15,53,3
04/29/06,Brooklyn,114,13,39,61,1
04/29/06,Manhattan,57,6,15,33,3
04/29/06,Queens,38,5,12,18,3
04/29/06,Staten Island,6,0,2,4,0
04/29/06,Unknown,11,1,5,5,0
04/30/06,Bronx,108,13,19,72,4
04/30/06,Brooklyn,161,21,44,93,3
04/30/06,Manhattan,72,5,25,36,6
04/30/06,Queens,42,3,15,23,1
04/30/06,Staten Island,8,0,2,2,4
04/30/06,Unknown,15,2,6,7,0
05/01/06,Bronx,151,17,46,79,9
05/01/06,Brooklyn,183,8,57,109,9
05/01/06,Manhattan,101,7,32,59,3
05/01/06,Queens,64,3,17,40,4
05/01/06,Staten Island,9,2,2,3,2
05/01/06,Unknown,20,4,5,11,0
05/02/06,Bronx,188,17,48,114,9
05/02/06,Brooklyn,223,22,59,133,9
05/02/06,Manhattan,132,14,49,62,7
05/02/06,Queens,72,4,29,34,5
05/02/06,Staten Island,14,2,4,6,2
05/02/06,Unknown,26,2,9,12,3
05/03/06,Bronx,127,20,34,70,3
05/03/06,Brooklyn,179,17,64,94,4
05/03/06,Manhattan,114,14,30,63,7
05/03/06,Queens,62,5,22,32,3
05/03/06,Staten Island,10,2,0,7,1
05/03/06,Unknown,10,2,0,7,1
05/04/06,Bronx,104,12,24,58,10
05/04/06,Brooklyn,103,13,31,56,3
05/04/06,Manhattan,66,8,22,32,4
05/04/06,Queens,46,5,13,26,2
05/04/06,Staten Island,6,0,3,2,1
05/04/06,Unknown,17,2,4,11,0
05/05/06,Bronx,97,13,23,53,8
05/05/06,Brooklyn,132,30,36,62,4
05/05/06,Manhattan,62,8,22,25,7
05/05/06,Queens,28,4,11,9,4
05/05/06,Staten Island,5,0,1,2,2
05/05/06,Unknown,11,3,2,6,0
05/06/06,Bronx,85,14,15,49,7
05/06/06,Brooklyn,139,16,47,73,3
05/06/06,Manhattan,71,6,22,38,5
05/06/06,Queens,36,4,13,15,4
05/06/06,Staten Island,15,1,2,11,1
05/06/06,Unknown,11,1,2,8,0
05/07/06,Bronx,130,10,35,78,7
05/07/06,Brooklyn,189,21,47,118,3
05/07/06,Manhattan,91,7,24,57,3
05/07/06,Queens,38,1,9,24,4
05/07/06,Staten Island,10,0,2,6,2
05/07/06,Unknown,12,2,5,5,0
05/08/06,Bronx,181,18,45,112,6
05/08/06,Brooklyn,222,17,81,112,12
05/08/06,Manhattan,102,4,39,55,4
05/08/06,Queens,83,2,26,49,6
05/08/06,Staten Island,6,1,4,1,0
05/08/06,Unknown,15,6,3,6,0
05/09/06,Bronx,169,18,36,109,6
05/09/06,Brooklyn,208,20,57,124,7
05/09/06,Manhattan,112,13,39,59,1
05/09/06,Queens,69,6,25,36,2
05/09/06,Staten Island,12,0,4,5,3
05/09/06,Unknown,16,2,2,11,1
05/10/06,Bronx,133,11,37,78,7
05/10/06,Brooklyn,138,18,47,71,2
05/10/06,Manhattan,93,6,32,44,11
05/10/06,Queens,52,9,16,22,5
05/10/06,Staten Island,9,0,4,5,0
05/10/06,Unknown,18,7,4,6,1
05/11/06,Bronx,100,15,29,50,6
05/11/06,Brooklyn,115,23,34,52,6
05/11/06,Manhattan,62,5,25,28,4
05/11/06,Queens,30,4,5,19,2
05/11/06,Staten Island,7,2,1,3,1
05/11/06,Unknown,6,2,0,4,0
05/12/06,Bronx,68,14,20,31,3
05/12/06,Brooklyn,85,16,24,42,3
05/12/06,Manhattan,52,6,15,27,4
05/12/06,Queens,29,3,6,17,3
05/12/06,Staten Island,7,1,2,2,2
05/12/06,Unknown,16,3,1,9,3
05/13/06,Bronx,63,7,16,38,2
05/13/06,Brooklyn,90,16,26,40,8
05/13/06,Manhattan,57,14,23,17,3
05/13/06,Queens,31,6,9,15,1
05/13/06,Staten Island,11,0,3,6,2
05/13/06,Unknown,6,0,3,3,0
05/14/06,Bronx,67,20,19,25,3
05/14/06,Brooklyn,107,27,24,49,7
05/14/06,Manhattan,47,7,11,25,4
05/14/06,Queens,31,6,7,15,3
05/14/06,Staten Island,10,2,4,2,2
05/14/06,Unknown,5,2,2,0,1
05/15/06,Bronx,74,14,27,32,1
05/15/06,Brooklyn,110,21,38,48,3
05/15/06,Manhattan,64,8,22,34,0
05/15/06,Queens,29,3,7,14,5
05/15/06,Staten Island,14,3,2,8,1
05/15/06,Unknown,12,3,2,7,0
05/16/06,Bronx,81,9,19,47,6
05/16/06,Brooklyn,113,23,31,55,4
05/16/06,Manhattan,60,7,19,26,8
05/16/06,Queens,47,9,13,21,4
05/16/06,Staten Island,8,3,1,3,1
05/16/06,Unknown,16,1,5,9,1
05/17/06,Bronx,79,9,15,48,7
05/17/06,Brooklyn,89,22,20,44,3
05/17/06,Manhattan,57,7,14,32,4
05/17/06,Queens,25,6,5,12,2
05/17/06,Staten Island,8,0,3,4,1
05/17/06,Unknown,6,1,1,4,0
05/18/06,Bronx,74,14,15,41,4
05/18/06,Brooklyn,83,18,28,33,4
05/18/06,Manhattan,42,6,13,20,3
05/18/06,Queens,42,8,8,22,4
05/18/06,Staten Island,2,0,0,1,1
05/18/06,Unknown,13,2,3,7,1
05/19/06,Bronx,78,17,26,32,3
05/19/06,Brooklyn,74,18,20,27,9
05/19/06,Manhattan,39,7,12,18,2
05/19/06,Queens,21,3,7,9,2
05/19/06,Staten Island,6,2,0,3,1
05/19/06,Unknown,8,1,2,5,0
05/20/06,Bronx,47,14,10,20,2
05/20/06,Brooklyn,72,16,14,36,6
05/20/06,Manhattan,44,6,11,22,5
05/20/06,Queens,24,6,8,9,1
05/20/06,Staten Island,11,1,0,4,6
05/20/06,Unknown,5,1,2,2,0
05/21/06,Bronx,68,14,23,27,4
05/21/06,Brooklyn,96,25,25,41,5
05/21/06,Manhattan,42,6,13,22,1
05/21/06,Queens,38,6,14,10,8
05/21/06,Staten Island,8,1,0,6,1
05/21/06,Unknown,9,0,4,4,1
05/22/06,Bronx,92,12,37,40,3
05/22/06,Brooklyn,122,24,38,58,2
05/22/06,Manhattan,73,7,21,40,5
05/22/06,Queens,30,5,8,15,2
05/22/06,Staten Island,8,1,2,3,2
05/22/06,Unknown,6,1,0,4,1
05/23/06,Bronx,96,22,19,49,6
05/23/06,Brooklyn,103,26,23,47,7
05/23/06,Manhattan,58,13,18,25,2
05/23/06,Queens,37,8,12,13,4
05/23/06,Staten Island,5,1,1,2,1
05/23/06,Unknown,6,1,1,4,0
05/24/06,Bronx,86,16,17,42,11
05/24/06,Brooklyn,100,15,26,57,2
05/24/06,Manhattan,44,4,11,25,4
05/24/06,Queens,25,6,9,8,2
05/24/06,Staten Island,10,0,2,5,3
05/24/06,Unknown,11,1,2,5,3
05/25/06,Bronx,87,19,26,39,3
05/25/06,Brooklyn,92,22,13,52,5
05/25/06,Manhattan,50,12,12,22,4
05/25/06,Queens,25,7,3,13,2
05/25/06,Staten Island,5,0,1,3,1
05/25/06,Unknown,5,1,0,3,1
05/26/06,Bronx,64,15,13,29,7
05/26/06,Brooklyn,95,21,12,61,1
05/26/06,Manhattan,52,8,4,36,4
05/26/06,Queens,27,3,5,15,4
05/26/06,Staten Island,4,0,0,3,1
05/26/06,Unknown,7,1,3,3,0
05/27/06,Bronx,52,4,19,27,2
05/27/06,Brooklyn,67,11,12,42,2
05/27/06,Manhattan,35,5,9,19,2
05/27/06,Queens,19,3,3,12,1
05/27/06,Staten Island,10,2,0,8,0
05/27/06,Unknown,10,3,3,4,0
05/28/06,Bronx,50,11,10,26,3
05/28/06,Brooklyn,98,23,21,51,3
05/28/06,Manhattan,48,13,10,25,0
05/28/06,Queens,25,5,8,8,4
05/28/06,Staten Island,5,0,0,3,2
05/28/06,Unknown,6,1,1,2,2
05/29/06,Bronx,79,16,15,43,5
05/29/06,Brooklyn,77,22,14,37,4
05/29/06,Manhattan,39,3,12,19,5
05/29/06,Queens,28,3,8,15,2
05/29/06,Staten Island,6,0,0,3,3
05/29/06,Unknown,11,1,3,7,0
05/30/06,Bronx,82,14,27,35,6
05/30/06,Brooklyn,107,20,23,59,5
05/30/06,Manhattan,59,8,15,31,5
05/30/06,Queens,28,6,10,9,3
05/30/06,Staten Island,6,0,3,1,2
05/30/06,Unknown,6,0,0,4,2
05/31/06,Bronx,75,19,20,31,5
05/31/06,Brooklyn,79,16,17,45,1
05/31/06,Manhattan,46,2,11,30,3
05/31/06,Queens,28,1,4,18,5
05/31/06,Staten Island,10,4,1,5,0
05/31/06,Unknown,2,0,0,2,0
06/01/06,Bronx,62,10,19,24,9
06/01/06,Brooklyn,79,17,19,41,2
06/01/06,Manhattan,28,4,4,18,2
06/01/06,Queens,22,4,4,11,3
06/01/06,Staten Island,10,0,1,8,1
06/01/06,Unknown,5,0,2,3,0
06/02/06,Bronx,46,13,7,23,3
06/02/06,Brooklyn,72,21,12,34,5
06/02/06,Manhattan,23,5,7,10,1
06/02/06,Queens,18,6,5,4,3
06/02/06,Staten Island,5,1,1,2,1
06/02/06,Unknown,8,2,0,5,1
06/03/06,Bronx,50,11,6,27,6
06/03/06,Brooklyn,62,11,6,44,1
06/03/06,Manhattan,29,7,9,9,4
06/03/06,Queens,18,5,1,9,3
06/03/06,Staten Island,6,0,1,2,3
06/03/06,Unknown,6,0,1,4,1
06/04/06,Bronx,52,14,7,25,6
06/04/06,Brooklyn,72,14,14,41,3
06/04/06,Manhattan,46,11,9,22,4
06/04/06,Queens,22,8,2,9,3
06/04/06,Staten Island,12,2,3,5,2
06/04/06,Unknown,4,1,0,3,0
06/05/06,Bronx,72,11,21,38,2
06/05/06,Brooklyn,102,17,20,58,7
06/05/06,Manhattan,36,7,5,22,2
06/05/06,Queens,20,7,2,8,3
06/05/06,Staten Island,6,1,1,3,1
06/05/06,Unknown,5,0,0,5,0
06/06/06,Bronx,68,16,10,38,4
06/06/06,Brooklyn,65,7,16,39,3
06/06/06,Manhattan,47,8,8,26,5
06/06/06,Queens,24,3,0,19,2
06/06/06,Staten Island,5,1,1,2,1
06/06/06,Unknown,10,0,4,4,2
06/07/06,Bronx,62,14,8,35,5
06/07/06,Brooklyn,68,10,11,42,5
06/07/06,Manhattan,34,5,7,16,6
06/07/06,Queens,27,2,6,14,5
06/07/06,Staten Island,9,0,0,6,3
06/07/06,Unknown,7,2,1,3,1
06/08/06,Bronx,48,4,4,37,3
06/08/06,Brooklyn,85,9,13,58,5
06/08/06,Manhattan,41,5,6,27,3
06/08/06,Queens,23,7,5,9,2
06/08/06,Staten Island,4,1,0,3,0
06/08/06,Unknown,6,2,0,4,0
06/09/06,Bronx,49,13,8,22,6
06/09/06,Brooklyn,69,12,12,44,1
06/09/06,Manhattan,26,5,5,14,2
06/09/06,Queens,18,5,4,7,2
06/09/06,Staten Island,7,0,1,6,0
06/09/06,Unknown,3,1,0,1,1
06/10/06,Bronx,80,14,11,49,6
06/10/06,Brooklyn,65,20,9,33,3
06/10/06,Manhattan,37,4,7,23,3
06/10/06,Queens,15,4,2,8,1
06/10/06,Staten Island,4,0,0,3,1
06/10/06,Unknown,6,1,2,3,0
06/11/06,Bronx,63,9,13,37,4
06/11/06,Brooklyn,66,13,13,36,4
06/11/06,Manhattan,41,6,12,20,3
06/11/06,Queens,18,2,3,10,3
06/11/06,Staten Island,7,1,0,1,5
06/11/06,Unknown,8,2,2,4,0
06/12/06,Bronx,83,9,21,46,7
06/12/06,Brooklyn,95,17,18,55,5
06/12/06,Manhattan,37,5,4,23,5
06/12/06,Queens,29,4,4,16,5
06/12/06,Staten Island,8,2,1,4,1
06/12/06,Unknown,5,1,1,1,2
06/13/06,Bronx,49,8,8,31,2
06/13/06,Brooklyn,81,17,13,44,7
06/13/06,Manhattan,34,3,4,18,9
06/13/06,Queens,20,3,2,12,3
06/13/06,Staten Island,6,1,1,4,0
06/13/06,Unknown,5,0,0,4,1
06/14/06,Bronx,71,9,16,41,5
06/14/06,Brooklyn,79,12,7,58,2
06/14/06,Manhattan,37,5,1,24,7
06/14/06,Queens,25,8,5,9,3
06/14/06,Staten Island,4,0,0,3,1
06/14/06,Unknown,7,1,0,6,0
06/15/06,Bronx,55,10,11,28,6
06/15/06,Brooklyn,48,11,9,24,4
06/15/06,Manhattan,43,3,10,28,2
06/15/06,Queens,20,5,2,10,3
06/15/06,Staten Island,6,0,0,5,1
06/15/06,Unknown,2,0,0,0,2
06/16/06,Bronx,52,9,7,31,5
06/16/06,Brooklyn,61,17,8,36,0
06/16/06,Manhattan,26,7,4,15,0
06/16/06,Queens,23,6,3,12,2
06/16/06,Staten Island,9,3,1,3,2
06/16/06,Unknown,6,0,3,3,0
06/17/06,Bronx,39,11,12,15,1
06/17/06,Brooklyn,45,13,6,23,3
06/17/06,Manhattan,42,9,5,20,8
06/17/06,Queens,20,3,1,9,7
06/17/06,Staten Island,12,2,4,4,2
06/17/06,Unknown,3,0,1,2,0
06/18/06,Bronx,32,9,4,16,3
06/18/06,Brooklyn,53,9,14,26,4
06/18/06,Manhattan,30,7,5,14,4
06/18/06,Queens,19,1,2,12,4
06/18/06,Staten Island,5,0,0,4,1
06/18/06,Unknown,9,2,2,4,1
06/19/06,Bronx,80,12,18,39,11
06/19/06,Brooklyn,83,17,17,46,3
06/19/06,Manhattan,53,8,10,33,2
06/19/06,Queens,28,5,3,15,5
06/19/06,Staten Island,7,0,1,4,2
06/19/06,Unknown,4,2,0,2,0
06/20/06,Bronx,59,11,9,32,7
06/20/06,Brooklyn,54,9,7,33,5
06/20/06,Manhattan,43,5,6,27,5
06/20/06,Queens,32,5,7,18,2
06/20/06,Staten Island,9,2,3,3,1
06/20/06,Unknown,5,0,1,4,0
06/21/06,Bronx,82,13,15,52,2
06/21/06,Brooklyn,70,9,11,48,2
06/21/06,Manhattan,33,2,5,25,1
06/21/06,Queens,22,0,4,15,3
06/21/06,Staten Island,1,0,0,1,0
06/21/06,Unknown,5,0,2,3,0
06/22/06,Bronx,52,12,6,30,4
06/22/06,Brooklyn,52,12,10,30,0
06/22/06,Manhattan,35,5,5,19,6
06/22/06,Queens,15,4,1,7,3
06/22/06,Staten Island,6,1,1,2,2
06/22/06,Unknown,3,0,0,2,1
06/23/06,Bronx,62,8,11,34,9
06/23/06,Brooklyn,78,20,11,44,3
06/23/06,Manhattan,38,2,8,22,6
06/23/06,Queens,22,2,3,13,4
06/23/06,Staten Island,5,0,2,3,0
06/23/06,Unknown,5,2,1,2,0
06/24/06,Bronx,50,2,11,31,6
06/24/06,Brooklyn,54,15,6,26,7
06/24/06,Manhattan,25,1,7,14,3
06/24/06,Queens,30,5,6,15,4
06/24/06,Staten Island,4,0,0,0,4
06/24/06,Unknown,7,2,3,2,0
06/25/06,Bronx,40,8,6,22,4
06/25/06,Brooklyn,61,20,12,23,6
06/25/06,Manhattan,29,2,5,18,4
06/25/06,Queens,16,4,1,6,5
06/25/06,Staten Island,7,0,1,4,2
06/25/06,Unknown,3,1,0,2,0
06/26/06,Bronx,67,15,7,38,7
06/26/06,Brooklyn,62,12,10,38,2
06/26/06,Manhattan,25,2,6,17,0
06/26/06,Queens,17,2,4,10,1
06/26/06,Staten Island,8,0,1,5,2
06/26/06,Unknown,9,1,3,5,0
06/27/06,Bronx,43,10,7,23,3
06/27/06,Brooklyn,80,17,11,45,7
06/27/06,Manhattan,29,5,3,17,4
06/27/06,Queens,15,4,2,5,4
06/27/06,Staten Island,7,0,1,5,1
06/27/06,Unknown,6,3,1,2,0
06/28/06,Bronx,36,5,4,25,2
06/28/06,Brooklyn,37,6,3,25,3
06/28/06,Manhattan,29,4,2,17,6
06/28/06,Queens,13,5,1,6,1
06/28/06,Staten Island,7,0,1,4,2
06/28/06,Unknown,3,0,0,3,0
06/29/06,Bronx,40,11,3,19,7
06/29/06,Brooklyn,70,8,11,47,4
06/29/06,Manhattan,27,4,4,16,3
06/29/06,Queens,17,4,3,8,2
06/29/06,Staten Island,6,2,0,2,2
06/29/06,Unknown,5,1,0,4,0
06/30/06,Bronx,41,9,4,25,3
06/30/06,Brooklyn,35,3,3,28,1
06/30/06,Manhattan,22,3,0,18,1
06/30/06,Queens,15,1,2,9,3
06/30/06,Staten Island,3,0,1,2,0
06/30/06,Unknown,4,1,1,2,0
07/01/06,Bronx,35,7,9,16,3
07/01/06,Brooklyn,65,12,11,38,4
07/01/06,Manhattan,36,9,7,17,3
07/01/06,Queens,16,3,3,8,2
07/01/06,Staten Island,2,0,0,1,1
07/01/06,Unknown,3,0,0,3,0
07/02/06,Bronx,43,9,8,20,6
07/02/06,Brooklyn,42,8,7,25,2
07/02/06,Manhattan,26,5,3,15,3
07/02/06,Queens,12,4,2,4,2
07/02/06,Staten Island,2,0,1,1,0
07/02/06,Unknown,4,0,2,2,0
07/03/06,Bronx,64,10,8,39,7
07/03/06,Brooklyn,68,5,10,48,5
07/03/06,Manhattan,39,7,7,23,2
07/03/06,Queens,19,4,0,13,2
07/03/06,Staten Island,8,0,0,4,4
07/03/06,Unknown,9,0,2,6,1
07/04/06,Bronx,34,5,5,21,3
07/04/06,Brooklyn,33,9,5,15,4
07/04/06,Manhattan,36,1,4,29,2
07/04/06,Queens,19,1,5,13,0
07/04/06,Staten Island,4,0,0,3,1
07/04/06,Unknown,9,2,0,6,1
07/05/06,Bronx,33,5,3,21,4
07/05/06,Brooklyn,53,6,7,37,3
07/05/06,Manhattan,40,7,4,29,0
07/05/06,Queens,19,3,3,12,1
07/05/06,Staten Island,5,0,0,4,1
07/05/06,Unknown,4,1,1,2,0
07/06/06,Bronx,48,5,6,29,8
07/06/06,Brooklyn,57,9,8,35,5
07/06/06,Manhattan,22,3,4,13,2
07/06/06,Queens,27,5,5,12,5
07/06/06,Staten Island,7,0,0,6,1
07/06/06,Unknown,8,2,1,5,0
07/07/06,Bronx,36,10,2,22,2
07/07/06,Brooklyn,47,5,7,31,4
07/07/06,Manhattan,33,2,7,19,5
07/07/06,Queens,12,1,2,8,1
07/07/06,Staten Island,1,0,0,1,0
07/07/06,Unknown,4,1,1,2,0
07/08/06,Bronx,44,10,3,28,3
07/08/06,Brooklyn,35,5,4,24,2
07/08/06,Manhattan,25,5,2,12,6
07/08/06,Queens,18,6,2,9,1
07/08/06,Staten Island,8,0,1,4,3
07/08/06,Unknown,4,1,2,1,0
07/09/06,Bronx,32,6,1,21,4
07/09/06,Brooklyn,41,10,5,24,2
07/09/06,Manhattan,26,2,3,18,3
07/09/06,Queens,12,3,3,6,0
07/09/06,Staten Island,4,0,0,3,1
07/09/06,Unknown,5,0,3,2,0
07/10/06,Bronx,49,11,6,29,3
07/10/06,Brooklyn,60,9,8,39,4
07/10/06,Manhattan,16,2,2,7,5
07/10/06,Queens,6,1,1,3,1
07/10/06,Staten Island,3,1,0,2,0
07/10/06,Unknown,6,2,2,2,0
07/11/06,Bronx,51,5,5,36,5
07/11/06,Brooklyn,42,9,3,28,2
07/11/06,Manhattan,28,6,3,15,4
07/11/06,Queens,17,4,1,8,4
07/11/06,Staten Island,6,0,2,3,1
07/11/06,Unknown,6,1,1,4,0
07/12/06,Bronx,49,7,10,26,6
07/12/06,Brooklyn,53,7,6,34,6
07/12/06,Manhattan,31,2,4,19,6
07/12/06,Queens,10,3,1,5,1
07/12/06,Staten Island,1,1,0,0,0
07/12/06,Unknown,5,1,0,4,0
07/13/06,Bronx,32,3,7,22,0
07/13/06,Brooklyn,43,6,4,29,4
07/13/06,Manhattan,14,1,4,8,1
07/13/06,Queens,13,4,2,6,1
07/13/06,Staten Island,5,2,0,3,0
07/13/06,Unknown,6,1,0,5,0
07/14/06,Bronx,33,5,2,23,3
07/14/06,Brooklyn,45,6,8,27,4
07/14/06,Manhattan,18,2,2,12,2
07/14/06,Queens,4,1,0,3,0
07/14/06,Staten Island,4,0,0,2,2
07/14/06,Unknown,6,0,1,5,0
07/15/06,Bronx,25,3,2,18,2
07/15/06,Brooklyn,31,7,4,18,2
07/15/06,Manhattan,21,1,1,16,3
07/15/06,Queens,9,0,1,6,2
07/15/06,Staten Island,6,0,0,4,2
07/15/06,Unknown,5,0,1,3,1
07/16/06,Bronx,43,10,4,22,7
07/16/06,Brooklyn,47,6,1,36,4
07/16/06,Manhattan,34,3,4,26,1
07/16/06,Queens,14,4,1,7,2
07/16/06,Staten Island,7,0,3,2,2
07/16/06,Unknown,7,0,4,3,0
07/17/06,Bronx,43,7,3,28,5
07/17/06,Brooklyn,45,5,6,31,3
07/17/06,Manhattan,42,4,5,29,4
07/17/06,Queens,20,2,2,13,3
07/17/06,Staten Island,5,0,0,3,2
07/17/06,Unknown,2,1,0,1,0
07/18/06,Bronx,48,2,4,36,6
07/18/06,Brooklyn,52,4,11,37,0
07/18/06,Manhattan,35,3,8,20,4
07/18/06,Queens,18,1,3,13,1
07/18/06,Staten Island,9,0,2,5,2
07/18/06,Unknown,6,1,0,4,1
07/19/06,Bronx,35,2,5,24,4
07/19/06,Brooklyn,53,5,11,33,4
07/19/06,Manhattan,32,4,4,21,3
07/19/06,Queens,20,3,4,10,3
07/19/06,Staten Island,3,0,0,3,0
07/19/06,Unknown,9,1,2,6,0
07/20/06,Bronx,40,3,2,30,5
07/20/06,Brooklyn,46,7,7,27,5
07/20/06,Manhattan,27,5,4,16,2
07/20/06,Queens,19,2,4,11,2
07/20/06,Staten Island,6,0,2,3,1
07/20/06,Unknown,5,0,0,5,0
07/21/06,Bronx,41,7,4,28,2
07/21/06,Brooklyn,37,4,7,25,1
07/21/06,Manhattan,25,3,6,13,3
07/21/06,Queens,17,3,3,10,1
07/21/06,Staten Island,2,0,0,1,1
07/21/06,Unknown,5,1,1,3,0
07/22/06,Bronx,33,5,2,26,0
07/22/06,Brooklyn,35,6,5,22,2
07/22/06,Manhattan,16,3,0,13,0
07/22/06,Queens,9,2,0,5,2
07/22/06,Staten Island,4,1,2,1,0
07/22/06,Unknown,6,1,0,4,1
07/23/06,Bronx,48,8,8,26,6
07/23/06,Brooklyn,33,0,9,19,5
07/23/06,Manhattan,22,1,4,16,1
07/23/06,Queens,10,0,0,9,1
07/23/06,Staten Island,3,1,1,0,1
07/23/06,Unknown,6,2,0,3,1
07/24/06,Bronx,58,11,7,35,5
07/24/06,Brooklyn,44,7,6,30,1
07/24/06,Manhattan,41,6,2,30,3
07/24/06,Queens,22,3,8,8,3
07/24/06,Staten Island,4,1,0,2,1
07/24/06,Unknown,11,2,2,7,0
07/25/06,Bronx,52,5,7,34,6
07/25/06,Brooklyn,55,6,3,41,5
07/25/06,Manhattan,32,11,3,14,4
07/25/06,Queens,5,1,2,1,1
07/25/06,Staten Island,2,0,0,1,1
07/25/06,Unknown,6,3,0,2,1
07/26/06,Bronx,48,8,8,30,2
07/26/06,Brooklyn,44,6,7,27,4
07/26/06,Manhattan,31,5,3,18,5
07/26/06,Queens,16,3,1,11,1
07/26/06,Staten Island,6,0,1,5,0
07/26/06,Unknown,4,0,1,3,0
07/27/06,Bronx,36,6,4,19,7
07/27/06,Brooklyn,39,5,2,30,2
07/27/06,Manhattan,23,5,3,15,0
07/27/06,Queens,14,3,2,7,2
07/27/06,Staten Island,2,0,0,2,0
07/27/06,Unknown,6,2,1,3,0
07/28/06,Bronx,51,6,8,30,7
07/28/06,Brooklyn,44,6,3,34,1
07/28/06,Manhattan,31,5,4,20,2
07/28/06,Queens,7,0,3,3,1
07/28/06,Staten Island,6,0,0,5,1
07/28/06,Unknown,1,0,0,1,0
07/29/06,Bronx,38,6,6,24,2
07/29/06,Brooklyn,28,6,0,20,2
07/29/06,Manhattan,23,1,2,20,0
07/29/06,Queens,13,0,4,8,1
07/29/06,Staten Island,5,1,0,3,1
07/29/06,Unknown,8,1,2,5,0
07/30/06,Bronx,43,5,7,29,2
07/30/06,Brooklyn,47,7,7,32,1
07/30/06,Manhattan,31,5,3,22,1
07/30/06,Queens,18,2,1,11,4
07/30/06,Staten Island,4,0,1,3,0
07/30/06,Unknown,5,1,0,4,0
07/31/06,Bronx,51,9,8,25,9
07/31/06,Brooklyn,63,8,8,42,5
07/31/06,Manhattan,34,5,4,25,0
07/31/06,Queens,14,0,4,7,3
07/31/06,Staten Island,5,0,1,4,0
07/31/06,Unknown,4,0,0,4,0
08/01/06,Bronx,63,11,9,39,4
08/01/06,Brooklyn,56,14,9,31,2
08/01/06,Manhattan,43,6,8,27,2
08/01/06,Queens,19,2,2,15,0
08/01/06,Staten Island,6,2,0,4,0
08/01/06,Unknown,2,0,1,0,1
08/02/06,Bronx,50,5,9,32,4
08/02/06,Brooklyn,61,8,3,50,0
08/02/06,Manhattan,43,4,6,30,3
08/02/06,Queens,15,3,2,9,1
08/02/06,Staten Island,6,1,0,3,2
08/02/06,Unknown,4,1,2,1,0
08/03/06,Bronx,37,9,5,22,1
